0,1,2
Enough,MENU_ATTR_FOR,b-DxbdfvNYPCyiLJDDPJK3Tg
b-LZWXP-D4YPlzsFjVx6b9XA,HAS_REVIEW,r-ZYX4A87818DOiccFpa1NnQ
Good,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
u-MrSiwcX3gKm3kaXzgZq0pA,RATE,b-0Hy2VE9tqTo4QbovMz3xrQ
b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-iqvsRgwnumel7fsB3Lt8PQ
Amazing,ASPECT_ATTR_FOR,b-xYpAg60oZVbOtSYgrOKBgQ
b-or1daHtUK9b7sqFRPf62GQ,HAS_REVIEW,r-qMXPW9dUvaoumWBZrFFE7w
Food,IS,Good
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Chutney
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-Z-Lgef80WcvlT4-fg6rNjw
Fresh,ASPECT_ATTR_FOR,b-5eDg_Y2N6aU_k7tIxoFXTg
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_CATEGORY,Event_Planning_&_Services
b-3frFidAcPVYAFB2RxxkIdA,HAS_MENU,Soup
u--Pa4gci1ZPRf8cdBXtblhQ,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
u-0LMHrFTQtUoY42AZl1MH6g,ORDER,Saag
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_REVIEW,r-uqr94O0orZbkWnM95Ht5Tw
u-eKfWWRDvDRmO9h9E8_WpcQ,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_ASPECT,Food
u-U1vl4SQzO3wTAWlYVnSjnw,WRITE_REVIEW,r-LZDFHv3_M4c5ejC2QEJQnA
Eggplant_Dish,IS,Tasty
u-CS6NiC4gDpt0Pyh8hbu49Q,VISIT,b-DJuQgsoj-qmU0i5iTAa4aA
Pancakes,IS,Bad
u-_MlqwOD_vp1SOECFKvRy2Q,RATE,b-0cf-w9PK5gLkBkitL3bdqw
Parking,IS,Hard
u--SRDTWwdGca9OKdYxA6XDg,VISIT,b-YywWkWX235ZurTWSLqNPog
Amazing,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-4IO1PPC0xe1wndTV0seZ4w
u-_OkEXLN_5T9cMc3UFrLT9A,VISIT,b-f7RXwcus_-EOsR0q5ctVjw
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_REVIEW,r-p6KSreT5e5NenmM06QHsOQ
b-or1daHtUK9b7sqFRPf62GQ,HAS_REVIEW,r-fZpalh-05dKGkvMIRZEuRQ
Decent,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
u-SaeB_3kHKCAcb1yzCkCDbg,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Food
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-IGXOkkqHJuUw8Y9XNXskMQ
b-7vgWonwfqRt9pxR1c00Ulw,HAS_ASPECT,Food
Chutney,IS,Great
u-zFYs8gSUYDvXkb6O7YkRkw,WRITE_REVIEW,r-J2rnzn6uyN_FZUUbeOAloQ
Warm,MENU_ATTR_FOR,b-XvuUYiJYAAiNC4AmdbBZ8g
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-9iyiA7W8z4_h8dG6sZ4mxg
u-cTH33InvmakCU92q1bDxmA,WRITE_REVIEW,r-MQbx_JP_BJgARlsdKotFig
u-uMgv22ZSDrsdloPmfNowTQ,WRITE_REVIEW,r-EXVGqYponw6RsqG6MtwfXg
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-yEg-ckOn69MwHamd9kQSpw
u-RbkKEH5XvUTOtL9A19E6cQ,VISIT,b-geMa0_CtMOctkUhf_JXK9Q
u-Pawfx4OcRqHObTJ6rx9eiA,RATE,b-YywWkWX235ZurTWSLqNPog
u-X3frtPLMgwXJAlGxcJvEDQ,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
Beer,IS,Good
u-BBhiJhIhVk5bMRfDck7D_Q,VISIT,b-UAXz2KC1aXpxzV-MLdXbmQ
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_MENU,Chicken
u-S9BuuXMBSTkyISrSb0rG-g,WRITE_REVIEW,r-mcojtS3v4EkEAZokzPfd1g
u-a2VgXrdJUflY9HOTPb62XA,RATE,b-_PKXarw3GjlbwbXhjdpUMA
Super,MENU_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-Vl4t_hvukngrrcKZhJKRTw,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Batata_Vada
u-dhiHHGef4l7-L_F7yoaxDQ,WRITE_REVIEW,r-duS_p1XWiWQccGiLKK_xkw
Service,IS,Fantastic
Price,IS,High
Delicious,MENU_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-9ewjafrcTBkercR1az1Sjg,WRITE_REVIEW,r-Dfik5OAyfqIX02bmhIJD1Q
b-S4qUsi44l5D9BbUCkhwQEA,HAS_ASPECT,Staff
Affordable,ASPECT_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
Slow,ASPECT_ATTR_FOR,b-nbf4o8gUP2y9JKFE2wBO2A
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-q86surSx6_Cb28RsEpgTgg
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-mUXrN0Rx8WanVRDM2AVBZw
Delicious,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Naan
u-g-y4Me4bqDz8jwFzX_e17w,RATE,b-COfzp0tze_F8N13zn40zzg
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Food
u-JUT0U3HTSB3kz9Wh7N0GqA,ORDER,Dinner
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-kEpHRcEtvYInUFCplkM4lA
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Food
u-3SD6uRqJ7jwwNn7wekFm3g,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
u-BPrD6g3UPbKqB4C9-Dv-0Q,RATE,b-S4qUsi44l5D9BbUCkhwQEA
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-Cw0khDq2_8A3N7y71e7ISA
u-u5aA2ljFrhY8IXERY9-E1Q,WRITE_REVIEW,r-l9L8gzi9M87HyfduwM8B1Q
u-72binVGkuOlQ5VAF7fgeYA,WRITE_REVIEW,r-qZlzKBsGj8FqSpRl_piD4g
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Chutney
u-tjTrsF-CpDnTcclX-3sCTw,RATE,b-vZu3xxlMQSqFngDgdFLfXg
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_MENU,Naan
u-CnSzFGho_Ofsda3DOg0cIA,ORDER,Chicken_Korma
u-77bSr4yTJrt__livHS3CKA,VISIT,b-UaMq3DUhtkoZ5WCEQm2T9g
u-kKsSDWIEMg9A9obAaY_NIw,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_MENU,Sambar
b-qMw7mFHAjgG7qN82aXmeZg,HAS_REVIEW,r-Y0MvlwNXJhLFFYIew6wQDw
Rude,ASPECT_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-D3RD_ltUTHoFkgr5x7KowQ
Staff,IS,Friendly
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-HL8Mvde0L3Wx5BnQoIRFQg
u-x2ROIgouWArj5W3lcuofng,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
u-NAOx8KnWeaCcbYN0VE-HSA,VISIT,b-p-J9iJgeHmPGk2jFAM0WnA
u-n86B7IkbU20AkxlFX_5aew,WRITE_REVIEW,r-euYpjVZ03h8rMN06d7avhg
b-UaMq3DUhtkoZ5WCEQm2T9g,HAS_MENU,Butter_Chicken
u-7KfPI_otF_Lw27dL_y0aag,WRITE_REVIEW,r-Lg_TgapFeMztoFHvn46u0g
u-vbVV3lLCe2l2foQCdeKNew,WRITE_REVIEW,r-bUldmdKiiINDVb79ot_veA
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-9czx9YWHqf1ZGu7TCTomAA
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-3pptLqTsUAu0g8EpXD9-tA
u-aa505KhNCu9961nbTNTZAA,WRITE_REVIEW,r-ysbWAODQ7-Sf4mQYNFBQ2w
u-7g1m7Nr8X82WCvAipAhbyg,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
u-Kf10dTiGlcnyhj8DBoZn1A,RATE,b-BxkVct02QHybp54ATZgkUQ
u-XNbrAATnVNAg1eTjMjn-pA,WRITE_REVIEW,r-jeRw3JbJcFQioZj_QGW3Wg
u-wWHeaOS28fnCnFN1Pmo3xg,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
b-qMw7mFHAjgG7qN82aXmeZg,HAS_REVIEW,r-LS_Imiv5uuI-sr5Be7AyuA
u-LRvzPlhYLEvuNRkE187d8g,WRITE_REVIEW,r-y_pPvNEv4xI7VRyWa6_S0g
b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-GdKloN0PJsUkLEK0Cl20ng
u-pXZu2slCZS3BbFyG_UCG5Q,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
u-V1yzcgSa3fCpvvLQNZ2DTA,WRITE_REVIEW,r-Cw0khDq2_8A3N7y71e7ISA
Amazing,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
u-HeRY_GdwfXE6H7BMqjwI0A,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
u-CT9bcSQrpVLzml-CPKvzVQ,RATE,b-CB99Ifh4OnBTnuNdRjj_fQ
u-pmeGrUv6S22pf38FTRYCzg,ORDER,Aloo_Gobi
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food
b-3wJ4kJsJhayyfJ30HsS04g,HAS_REVIEW,r-x5oZSnkvWNy9pa7lm2M4Ug
u-5va7EaFaVnY4rizHnyX8dw,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_MENU,Cauliflower
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_MENU,Butter_Chicken
u-_NT4K3xZNt8qa_SXGVOXmg,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-bIsMA_PyKiCCveRYl4DJ4w
u--XgkT-ADQUzdjfYL8H3Rwg,WRITE_REVIEW,r-vG_z6Mxe306QLkFgb6zpKw
u-Hh5ZtUanXTARKJ6Bwnj8RA,WRITE_REVIEW,r-hci2cBp_deb1-RpHpitsHw
Good,MENU_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
Price,IS,Reasonable
Good,MENU_ATTR_FOR,b-UAXz2KC1aXpxzV-MLdXbmQ
b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-q3zHvo7s-daxrGESs64brQ
Good,ASPECT_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
u-2e5V6M4GNufEnbGJpVdCjw,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
u-9BvceUQBbVBG99KUULN6hA,RATE,b-NHDdAZJqS3cf_K6HYxoQ9w
u-igyGxhWDqwLYrAarm32CKQ,VISIT,b-35KvoWbA3kEsdckaWqG3OA
u-RPcBmhpxmvt4x6UinQbmFA,RATE,b-YywWkWX235ZurTWSLqNPog
u-WteVnkVed1Czr6qe5YmXLg,WRITE_REVIEW,r-7gf_40fYFoD9nZTk90FzRw
Service,IS,Excellent
Food,IS,Mediocre
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Makhani
Delicious,ASPECT_ATTR_FOR,b-idrN6XWKErG6nKDsEMNbOQ
u-UTf4tyyn1SubhB3Eoqgcaw,RATE,b-35KvoWbA3kEsdckaWqG3OA
b-vZu3xxlMQSqFngDgdFLfXg,LOCATED_IN,Toronto-Canada
Paneer,IS,Good
u-LRvzPlhYLEvuNRkE187d8g,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
u-omX8yy0m_dZCnv3GJfYiSA,ORDERED,Food
u-G1QG6IfLuE5uirU6PMo2dA,WRITE_REVIEW,r-1BGoKT75Fsqyh0qY-HujbA
b-MgsOZpYSntKSCzNROiWgYQ,HAS_ASPECT,Customer_Service
b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Food
Outstanding,MENU_ATTR_FOR,b-h-psPOmlY0mCOflb3S3rdQ
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_ASPECT,Food
u-J1maxb_SF5z6uEpS86HMbA,ORDER,Naan
Fast,ASPECT_ATTR_FOR,b-RE4qn28MEiDrM1PbdYVgxA
u-URYMJ8cqvUXjI9LMlIwycg,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
u-GfBlSfHWrN7H91ImU4nYLA,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-Ivpu3VjJXmLd-RiUBv5iEw
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-dIwBZOfH1dxbcg_b-5l-eg
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_CATEGORY,Indian
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-cEXiLygWu6NdZ0QsLzRSwQ
u-BhpuVGeXhC_f3nG7J2MAJw,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
u-ZPz3QcLM9cBmS7znlLEb3Q,RATE,b-scM6rLQqoz5dEIgwz_JFsg
Awesome,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
u-gCp21sfvL6HnQOvapeV7sw,RATE,b-3wJ4kJsJhayyfJ30HsS04g
u-T8f8aXnL42njtERHueBijg,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-TM6hR6M80ICHnPByQeWWew
u-wSdaPQyago-Ip1UQgxP_xg,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
b-f6T2YaTfGoSyQV-l4jzrjw,HAS_REVIEW,r-ASr_XEF0JbNfz-7dE8uBDA
Food,IS,Phenomenal
b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Chicken_Tikka_Masala
u-ESExZK0M-fo2s6jLqjTntw,WRITE_REVIEW,r--9jQvwMUKPcwtLqp6mul5g
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-ktXvtaMdkaWSdWvHrVDHHA
u-lale6wOwUvQE15413NKUaw,RATE,b-TTCZkfxt0GW8YUzdVe0PrA
b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food
Friendly,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
u-owjOkU0v0mchVD-1Ngj4Ig,ORDER,Masala_Sauce
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Naan
u-T5uDRO7_AnygHMIAZdE4Yw,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
u-otnjf1PsH_sLVC13K2KAbg,RATE,b-jb0-JZMt-6Khsh-VwsDtLQ
u-yMODenxFTfmib9uYz_3Vqw,WRITE_REVIEW,r-CC5K-08TSFxp3WkGNTRM9w
Breads,IS,Fabulous
u-t4eXeNeZ_V7uAHwIzH0uwA,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_REVIEW,r-GlK-vj_BipQjAi1XlCAmHQ
u-Jwb1d3jAzmnIFjXg8b7OJA,RATE,b-kfwpXBsMQLqhUvscWB6b9g
u-PCS8UgAE0Kg775p2018Tvg,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
u-TUPWls9n9iXFRgHVg2FNMw,RATE,b-vCx6uieEF0W0mKFK4sT3Yg
u-WteVnkVed1Czr6qe5YmXLg,RATE,b-0Hy2VE9tqTo4QbovMz3xrQ
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-_tfsgEamDnOY5gguupEsXg
Sambhar,IS,Good
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-ul01Q-9qF7RET-8KFwzi2A
u-USUw_VT31ygQ9JkEc6nPsg,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_MENU,Dabeli
Service,IS,Fast
Chili_Bhaji,IS,Hot
Food,IS,Good
u-4XumCjcCk9sHVfXXTsHzcw,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_ASPECT,Food
Excellent,ASPECT_ATTR_FOR,b-c4qE3ygdEQUD9dZjganavA
u-SNkleqoSgBMP24WEwp9tSQ,WRITE_REVIEW,r-SbGOdNwIh0zpcZL_5Umh9w
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-PughZFk_RW-eg8OIGAWYFg
u-PKEzKWv_FktMm2mGPjwd0Q,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
Bad,MENU_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
Yogurt,IS,Fresh
Naan,IS,Stale
b-j9YFHVQqxM_qKHIc4nck-A,HAS_CATEGORY,Indian
b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Service
u-5H-pw69ccRDyoFnjwV9vNw,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
b-kG0N5urz2lkPEBDPjqFR3w,HAS_ASPECT,Service
Garlic_Naan,IS,Soft
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Garlic_Naan
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Mint_Ginger
u-W_CkghBYSgJIJYi44GBTPA,VISIT,b-COfzp0tze_F8N13zn40zzg
u-D3fOi-5w4intrUTWXzIQew,WRITE_REVIEW,r-fG4OSYNDFTCMmne8QrQaPw
u-RTtYDV2WaTJy9Ccl3WxXKw,WRITE_REVIEW,r-SuLSMFVvTllJ6Xwrh5IuVA
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_ASPECT,Food
b-35KvoWbA3kEsdckaWqG3OA,HAS_ASPECT,Staff
b-COfzp0tze_F8N13zn40zzg,HAS_REVIEW,r-WNC6RTNZ0EBRZ56HrTj16w
u-XgmEAWKBxlQ3vetV5ZXeow,ORDER,Vegetables
Shabby,ASPECT_ATTR_FOR,b-7xA6iSP0Ndn08tpBFQtUKA
b-0cf-w9PK5gLkBkitL3bdqw,HAS_ASPECT,Menu
u-m0kIeayhge-bLp9LdAtMsQ,WRITE_REVIEW,r-hQhgljoT2913Cy6CUh37NA
Friendly,ASPECT_ATTR_FOR,b-jb0-JZMt-6Khsh-VwsDtLQ
u-lajBA1xOE8KV7_ka8UBfzQ,WRITE_REVIEW,r-Xo6qctlvtIooPKTWkq5yWQ
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-7C-iGu9gmbE5fa4_Uf6vfQ
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-X6Qa43gx6iWaXtIdYMl8Qw
Bread,IS,Delicious
u-F85Fe16McFDJFK0vnLy7Iw,WRITE_REVIEW,r-6xvpWwENZ4Zjf96Bo4jx4A
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-jdCAgI3VqLyCQZ1halbEnw
b-h-psPOmlY0mCOflb3S3rdQ,HAS_MENU,Chicken_Tikka_Masala
Service,IS,Respectful
Rice,IS,Fresh
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_REVIEW,r-c_YrlcbqP6gcDl3x5gTiSg
b-k9PfKE7KfztoMpOSx25UpA,HAS_REVIEW,r-Zy80Ig9Atjo0MSDXXzZEiQ
u-jN2JEPuQxLJSNYBqqRRduA,ORDER,Naan
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-gTj4q-Bovau-ouZIPthL3Q
u-Lx-4cXc-7UKPtLBw8v_Krg,RATE,b-0zTLMQOZhiCp9GFtegiFsw
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-bUldmdKiiINDVb79ot_veA
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_ASPECT,Staff
u-64UKiCuMx5y70XHfkcVQmw,RATE,b-f6T2YaTfGoSyQV-l4jzrjw
u-TXrEUj-CoARWZce2QHnTHQ,WRITE_REVIEW,r-aHJR70kSGAhifDVga_4kYg
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-sZ1U2nnf7LP8Mp0Z0ittbQ
u-FeOKgKth9KLADXQIWs3YEg,ORDER,Mango_Lassi
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Lamb_Rogan_Josh
u-oCXlO9gzXBG5R_68fnV8Fw,HAS_FRIEND,u-LGXlkLvjylax593u-evS7w
u-yBcTOONqqdC3DUUEAc14_w,WRITE_REVIEW,r-dKFDpx1GMa0GV4xlrxPTCg
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-opkBWcsRFzDNKmhaTmXgnA
u-VZRxANvyTm2ixS6jYDGgEw,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
u-83MxvjpOYHJ7ocGwYYi7qA,ORDER,Gunpowder_Prawns
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_ASPECT,Service
u-5P_1M3JGhe0VnmbMWcJLPA,WRITE_REVIEW,r-QcqyTDNt_y1LQktzJHEwGQ
u-F0OeMvB1YTr0IJf-5CexZQ,WRITE_REVIEW,r-Be94tn9V4wtQsint3_Uiug
u-mhrMIkK4Ag8RaNiqHf0mFQ,ORDER,Madras_Coffee
u-7q1EFKcjUTQhUrmjY2ZRkw,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
b-Dh2Z3WNu6M71LbMNHEeg3w,HAS_CATEGORY,Food
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Dinner
Gross,MENU_ATTR_FOR,b-p-J9iJgeHmPGk2jFAM0WnA
u-bEPcGnbi_wOvc5wRR_bxCA,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
u-hQ91iN2bCWb9LyVYBvFg0A,RATE,b-xSuR0FK8cHzBLXowCV3Pyw
u-TZPd84Z7ATl5DqvTVJxDFw,RATE,b-h-psPOmlY0mCOflb3S3rdQ
u-2K50D1mnCCO1sLcsABEQlw,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
b-De8Z9rLZOmf-icp3gDxCZA,HAS,Masala
u-g-y4Me4bqDz8jwFzX_e17w,RATE,b-7vgWonwfqRt9pxR1c00Ulw
u-M4P02bBbTauuwP6OhGpT-g,WRITE_REVIEW,r-W6ll4eNCvnhvbPjn4TW7NA
u-vErmnVl-YKhmFFufbPLtvQ,VISIT,b-P4zWgzYzy03D9LeDTpKuDg
u-uOCeUWDvxDt1g_6aX3MMbQ,WRITE_REVIEW,r-dCHt4F0VpboYCNrJkA1tAg
u-JYxejNDBlyiQJQDVi4HCWA,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
u-1MT0490XXv6va54LSNV51A,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
Naan,IS,Soft
u-m4Fe9dW_9Wlt3mDq4FfcmQ,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
b-f7RXwcus_-EOsR0q5ctVjw,HAS_ASPECT,Price
b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-FFxabOJfBUE7K65-Zt-56w
Staff,IS,Friendly
u-Loon5QwPvVf1XZTfj31BvQ,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-SalYtrHGdwML-ffPzwcsTw
Good,MENU_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
b-kG0N5urz2lkPEBDPjqFR3w,HAS_ASPECT,Service
Food,IS,Good
u-AhoxHm569hH_PRkoegDwcA,WRITE_REVIEW,r-e2B6l0o-FOt_tTcGcPHBSg
b-BxkVct02QHybp54ATZgkUQ,HAS_ASPECT,Price
u-hNddW0avP_-eGJlOoAZ8lA,RATE,b-S4qUsi44l5D9BbUCkhwQEA
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_CATEGORY,Asian_Fusion
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Chicken_Tikka_Masala
b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Masala_Curries
u-G2bIgYrIgdllZq4RT7ThRw,WRITE_REVIEW,r-1XeZG3YyHWsZZEh2pR-jJQ
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_MENU,Dosa
b-S4qUsi44l5D9BbUCkhwQEA,HAS_ASPECT,Staff
u-iWKXKikPiPGr5bzeFlxA5w,RATE,b-ZDx7kt4aOPTlmYTqXDrTGA
u-i_V_Pfti84h3KWY-HtUiWA,WRITE_REVIEW,r-psv2a64wyfrFvoLq8TqR9g
u-XbRADwMM1RvpTm0zkAiDNw,WRITE_REVIEW,r-Is6S93WeBH1O0aifz79Nkw
u-2tGL1SDJnK7GiH8c5yhSBQ,WRITE_REVIEW,r-d9_uFV96T1pvXPN-DpXYHw
u-PX8kjj_GwRqVz8zl9hTDxQ,WRITE_REVIEW,r-ddK2K0Ir3h2hBTgYgxgFmQ
u-k8KivRoQwRVdxN_Xiaf9KA,WRITE_REVIEW,r-IJQXmZgAmapoAIP78fHwHA
b-Eu-M3y8a5bIxIRXlCj9yHA,LOCATED_IN,Mississauga-Canada
Service,IS,Outstanding
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Butter_Chicken
u-7iuTimE5BS7aRsknKvWwKw,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
u-yg7bHpYebvqNnQN-4TBccQ,VISIT,b-8grTRpmD9JYRPWayoLxg0w
Excellent,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_MENU,Cocktails
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food
Naan,IS,Good
b-XNL6PRXaQxyDO2yeBdy11w,HAS_ASPECT,Food
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_ASPECT,Service
u-UUjvdquloiIdcOiyvrKlrA,WRITE_REVIEW,r-d1Ok4o7PSrJ2j6f1CZFQdg
u-2NGLS_55db0-iQP7dGQB1A,WRITE_REVIEW,r-N7nVucdUxdpTFjdbYXvYXw
Awesome,ASPECT_ATTR_FOR,b-Pzs43Fkub-6A9hA1zqpF_w
b-mOsKIonnlHllP9gfbXdgnQ,HAS_REVIEW,r-ctbb9UOv34bDd2MGdUHLvQ
Comfortable,ASPECT_ATTR_FOR,b-0cf-w9PK5gLkBkitL3bdqw
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_REVIEW,r-vX0Hz4N3GUF_KAW46907iw
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Dahi_Sev_Puri
u-hkzoIEuMQ7FWeoVtX4XB5Q,WRITE_REVIEW,r-45y6vdxjkqORMloOh1yOjg
