Type1,Entity1,Relationship,Type2,Entity2
Node,u-g_Q_ZaZpIOdlTcceyNsqRg,has,Node,ding
Node,food,is,Node,good
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,chicken
Node,chicken,is,Node,insane
Node,staff,is,Node,amazing
Node,Staff,is,Node,friendly
Node,b-k9PfKE7KfztoMpOSx25UpA,is,Node,good
Node,food,is,Node,fresh
Node,u-m0_W4iHkNZddR0msFtXI4w,ordered,Node,naan
Node,u-m0_W4iHkNZddR0msFtXI4w,add,Node,vegetables
Node,u-m0_W4iHkNZddR0msFtXI4w,add_inside,Node,naan_roll
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,naan_roll
Node,naan_roll,is,Node,easier
Node,u-wffnrXJoLppOlvNOZKU70A,has,Node,naan_bread
Node,u-777laEOK7uWz46In7SHXpg,was,Node,impressed
Node,food,is,Node,delicious
Node,staff,is,Node,friendly
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,Delhi_Kebab
Node,b-k9PfKE7KfztoMpOSx25UpA,has,Node,menu
Node,u-g-y4Me4bqDz8jwFzX_e17w,has,Node,love
Node,decor,is,Node,exquisite
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,butter_paneer
Node,butter_paneer,was,Node,good
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,mango_lassi
Node,mango_lassi,was,Node,nice
Node,u-jOxTWEayNgaYcoREH68Urw,got,Node,bread
Node,u-jOxTWEayNgaYcoREH68Urw,bought,Node,second
Node,u-UciQosDMxu03un88j-F3pg,ubereats,Node,food
Node,food,is,Node,lack
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,bread
Node,bread,tasted_like,Node,bread
Node,u-UciQosDMxu03un88j-F3pg,has,Node,lack
Node,food,is,Node,bad
Node,Frankie,rolls,Node,palak_paneer
Node,u-oTXacfmCLz9mev6KORIfEQ,understand,Node,appeal
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,naan
Node,naan,was,Node,delicious
Node,staff,is,Node,helpful
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,Naan_Bread
Node,Naan_Bread,was,Node,amazing
Node,u-nQdeDxykYTI-0YDfmel3JA,visiting,Node,Montreal
Node,u-nQdeDxykYTI-0YDfmel3JA,same_across,Node,issue
Node,u-nQdeDxykYTI-0YDfmel3JA,fell_in,Node,love
Node,u-nQdeDxykYTI-0YDfmel3JA,ate_for,Node,days
Node,b-k9PfKE7KfztoMpOSx25UpA,was,Node,amazing
Node,u-LF8CqQMpHcKyJffiNtKhcg,ordered,Node,Paneer_wrap
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,tandoori
Node,tandoori,was,Node,solid
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,butter_chicken
Node,butter_chicken,wrapped_in,Node,naan
Node,Food,is,Node,authentic
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,Potatoe_bowls
Node,Potatoe_bowls,has,Node,sauce
Node,Potatoe_bowls,are,Node,amazing
Node,food,is,Node,delicious
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,Naan
Node,Naan,are,Node,tasty
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,naan_bread
Node,naan_bread,is,Node,amazing
Node,b-k9PfKE7KfztoMpOSx25UpA,has,Node,menu
Node,b-k9PfKE7KfztoMpOSx25UpA,was,Node,fantastic
Node,food,is,Node,great
Node,food,is,Node,good
Node,u-w76bION8x6C2p1EYWx0O6A,visit,Node,b-k9PfKE7KfztoMpOSx25UpA
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,chili_sauce
Node,chili_sauce,layered_on,Node,top
Node,Staff,is,Node,great
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,Samosa
Node,Samosa,are,Node,terrific
Node,Staff,is,Node,friendly
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,Naan
Node,Naan,made,Node,fresh
Node,b-k9PfKE7KfztoMpOSx25UpA,opened_in,Node,Montreal Fatema
Node,u-3zdB0SSrXIDIgsrOmhdUtQ,has,Node,channa_samosa
Node,u-3zdB0SSrXIDIgsrOmhdUtQ,was,Node,excited
Node,b-k9PfKE7KfztoMpOSx25UpA,is,Node,bright
Node,u-3zdB0SSrXIDIgsrOmhdUtQ,was,Node,satisfied
Node,Food,is,Node,fine
Node,food,is,Node,solid
Node,b-k9PfKE7KfztoMpOSx25UpA,has_menu,Node,naan
Node,naan,are,Node,good
Node,u-r98FaAOAoJDCPp384XpcYA,love,Node,chat
Node,u-r98FaAOAoJDCPp384XpcYA,ordered,Node,mattar_paneer
Node,u-r98FaAOAoJDCPp384XpcYA,started_with,Node,Samosa
Node,u-r98FaAOAoJDCPp384XpcYA,has,Node,mattar_paneer
Node,u-r98FaAOAoJDCPp384XpcYA,am,Node,disappointed
Node,b-3frFidAcPVYAFB2RxxkIdA,has_menu,Node,mattar_paneer
Node,mattar_paneer,was,Node,good
Node,food,is,Node,good
Node,b-3frFidAcPVYAFB2RxxkIdA,has_menu,Node,rice_pudding
Node,rice_pudding,is,Node,good
Node,service,is,Node,slow
Node,food,is,Node,good
Node,Service,is,Node,slow
Node,u-xgPwcF_TQ_emrZDr_6SfwQ,was,Node,generous
Node,service,is,Node,friendly
Node,service,is,Node,friendly
Node,Service,is,Node,attentive
Node,u-ybJkYYEBvFGVb-or4i9_oA,had,Node,food
Node,food,is,Node,delicious
Node,b-3frFidAcPVYAFB2RxxkIdA,has_menu,Node,Samosa
Node,Samosa,were,Node,great
Node,u-oF8Efb3fBrwWZvmsl6e-pw,were,Node,pleased
Node,service,is,Node,great
Node,food,is,Node,excellent
Node,price,is,Node,reasonable
Node,u-tWERpFdgD0aveUbV24p85A,judge,Node,food
Node,u-tWERpFdgD0aveUbV24p85A,moved_to,Node,LA
Node,b-3frFidAcPVYAFB2RxxkIdA,has_menu,Node,curry_lamb
Node,curry_lamb,Served_with,Node,basmati_rice
Node,u-2ZZNOoMQ7WFvFoxDUFw1wg,recommend,Node,Tamarind
Node,Food,is,Node,decent
Node,u-JEszsIpnQ2prCwWx7WuYWQ,gobbled,Node,naan
Node,u-JEszsIpnQ2prCwWx7WuYWQ,enjoyed,Node,soup
Node,u-JEszsIpnQ2prCwWx7WuYWQ,stopped_for,Node,dinner
Node,u-JEszsIpnQ2prCwWx7WuYWQ,were,Node,satisfied
Node,b-3frFidAcPVYAFB2RxxkIdA,has_menu,Node,soup
Node,soup,was,Node,good
Node,u-GXfrchFxdldoJXSEqUcdNw,was,Node,ready
Node,service,is,Node,decent
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,bengan_bharta
Node,bengan_bharta,was,Node,marginal
Node,staff,serve,Node,naan
Node,Food,is,Node,good
Node,service,is,Node,decent
Node,u-gjW2ctfe4yvTD7IqmZUeBg,used,Node,naan
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,saag_paneer
Node,saag_paneer,came_without,Node,rice
Node,food,is,Node,food
Node,u-gjW2ctfe4yvTD7IqmZUeBg,has,Node,food
Node,food,is,Node,good
Node,u-gjW2ctfe4yvTD7IqmZUeBg,is,Node,bad
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,lamb_biryani
Node,lamb_biryani,was,Node,seasoned
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,garlic_naan
Node,garlic_naan,was,Node,hot
Node,u-gjW2ctfe4yvTD7IqmZUeBg,was,Node,willing
Node,staff,is,Node,lazy
Node,food,is,Node,delicious
Node,food,is,Node,outstanding
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,butter_chicken
Node,butter_chicken,are,Node,fantastic
Node,u-wc-ImFPko38VG4Rx9DEqNQ,going_for,Node,food
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has,Node,service
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,Checkin_Baryani
Node,Checkin_Baryani,was,Node,delicious
Node,service,is,Node,excellent
Node,u-1Mypgmvj1FnLg1a-d9EKBA,was,Node,unable
Node,food,is,Node,amazing
Node,u-r_JrfBgXoQrIKgt53gSQOw,seated_at,Node,one
Node,u-r_JrfBgXoQrIKgt53gSQOw,comparing_with,Node,Kama
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,lamb_roganjosh
Node,lamb_roganjosh,was,Node,bland
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,chicken_masala
Node,chicken_masala,was,Node,terrible
Node,food,is,Node,best
Node,u-HDBchQwbw_oWyvCJc69xuQ,shared,Node,paneer_saag
Node,u-vfQMFkLHSAQyYcjBQokAtQ,order,Node,khums_matar_paneer
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,rice
Node,rice,included_in,Node,price
Node,food,is,Node,good
Node,Service,is,Node,great
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,u-KFWR4hmk4nv16SQrofu6Hg
Node,u-KFWR4hmk4nv16SQrofu6Hg,eaten,Node,food
Node,u-KFWR4hmk4nv16SQrofu6Hg,ordered,Node,chicken
Node,u-KFWR4hmk4nv16SQrofu6Hg,eaten_in,Node,London
Node,food,is,Node,wonderful
Node,u-JvOm8KVujosHlFLyv4mBgg,ordered,Node,papdi_chat
Node,u-29GPdhDdc2nG9ilWpsAZCQ,visited,Node,Toronto
Node,u-29GPdhDdc2nG9ilWpsAZCQ,enjoy,Node,b-7xA6iSP0Ndn08tpBFQtUKA
Node,u-29GPdhDdc2nG9ilWpsAZCQ,visited_from,Node,US
Node,food,is,Node,delicious
Node,u-X2KAO0z3RnfPgYXdfzGH5Q,ordered,Node,Lamb_Chop_Kandhari
Node,staff,is,Node,nice
Node,u-tDSNWC5WKwx52yq6X26kfw,stumbled_across,Node,b-7xA6iSP0Ndn08tpBFQtUKA
Node,food,is,Node,delicious
Node,u-ZFX3YV3kZErwcyW3QJ2jIA,love,Node,b-7xA6iSP0Ndn08tpBFQtUKA
Node,u-ZFX3YV3kZErwcyW3QJ2jIA,had_with,Node,service
Node,staff,put_for,Node,u-ZFX3YV3kZErwcyW3QJ2jIA
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,chicken_pakora
Node,chicken_pakora,is,Node,fantastic
Node,b-7xA6iSP0Ndn08tpBFQtUKA,was,Node,friendly
Node,food,is,Node,flavourful
Node,u-g9MYC0QTNPPmbIdrtdan9A,try,Node,butter_chicken
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,naan
Node,naan,is,Node,amazing
Node,u-FJy6BVYJt0hErGnKaEv4uA,entered,Node,u-FJy6BVYJt0hErGnKaEv4uA
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,Lamb_Rogan_Josh
Node,Lamb_Rogan_Josh,was,Node,seasoned
Node,Lamb_Rogan_Josh,was,Node,tender
Node,u-FJy6BVYJt0hErGnKaEv4uA,was,Node,disappointed
Node,Finally Garlic Naan,was,Node,excellent
Node,Food,is,Node,awesome
Node,u-JNIQzSzS6GZPv8mPBscJeA,speak_to,Node,service
Node,u-JNIQzSzS6GZPv8mPBscJeA,has,Node,chutney
Node,u-t--OTOeVAlQXlMZ36FR_zw,had,Node,dessert
Node,u-t--OTOeVAlQXlMZ36FR_zw,stick_to,Node,Paneer_Masala
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,Saag_Paneer
Node,Saag_Paneer,is,Node,wonderful
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,garlic_naan
Node,garlic_naan,was,Node,delicious
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,Gulab_Jamun
Node,Gulab_Jamun,is,Node,great
Node,u-XlJlUXOW96CYDphHojR3pw,has,Node,gripe
Node,u-hJYxiQ3hTg5j3l0HwezI9w,served_in,Node,minutes
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,lamb_curry
Node,u-4mOZEOILQiAYIHlWN3zl6w,entered,Node,u-4mOZEOILQiAYIHlWN3zl6w
Node,u-4mOZEOILQiAYIHlWN3zl6w,compare,Node,b-7xA6iSP0Ndn08tpBFQtUKA
Node,u-4mOZEOILQiAYIHlWN3zl6w,entered_in,Node,October
Node,food,is,Node,fair
Node,food,is,Node,exceptional
Node,b-7xA6iSP0Ndn08tpBFQtUKA,was,Node,bright
Node,b-7xA6iSP0Ndn08tpBFQtUKA,has_menu,Node,Naan
Node,Naan,are,Node,tasty
Node,u-3wpTYO0ALSVdcd76Fq0O-w,has,Node,chicken_dinner
Node,food,is,Node,great
Node,Combo,comes_with,Node,rice
Node,food,is,Node,delicious
Node,b-mOsKIonnlHllP9gfbXdgnQ,has_menu,Node,Silver_Spoon
Node,Silver_Spoon,has,Node,Biryani_Chicken_Rice
Node,Silver_Spoon,is,Node,ideal
Node,u--dEAguztpqPvzftWb_YNdA,introduced_to,Node,food
Node,b-mOsKIonnlHllP9gfbXdgnQ,has_menu,Node,chicken_pieces
Node,chicken_pieces,are,Node,tasty
Node,b-mOsKIonnlHllP9gfbXdgnQ,has_menu,Node,Sauce
Node,Sauce,are,Node,rich
Node,b-mOsKIonnlHllP9gfbXdgnQ,has_menu,Node,Silver_Spoon
Node,Silver_Spoon,offering,Node,Sindhi_Biryani
Node,Naan Katya,recommend,Node,Butter_Naan
Node,u-71tacONUReSQ1tv2Edz4OQ,enjoy,Node,Shami_Kabab
Node,b-mOsKIonnlHllP9gfbXdgnQ,has_menu,Node,Lollypop_Chicken
Node,Lollypop_Chicken,is,Node,great
Node,u-Uaqawx2iD0mT5YP_akJrJw,love,Node,beef
Node,u-Uaqawx2iD0mT5YP_akJrJw,want,Node,chana_masala
Node,take_out,is,Node,take_out
Node,u-Uaqawx2iD0mT5YP_akJrJw,went_in,Node,u-Uaqawx2iD0mT5YP_akJrJw
Node,u-Uaqawx2iD0mT5YP_akJrJw,stepped_in,Node,u-Uaqawx2iD0mT5YP_akJrJw
Node,food,is,Node,terrible
Node,u-Uaqawx2iD0mT5YP_akJrJw,was,Node,confused
Node,u-pj7M1RIWV0caCp7Kj91JxA,suggest,Node,biryani
Node,b-mOsKIonnlHllP9gfbXdgnQ,has_menu,Node,Silver_Spoon
Node,Silver_Spoon,has,Node,biryani
Node,food,is,Node,bad
Node,u-zSaIbSCTB9ug09pOqf8_vw,has,Node,u-zSaIbSCTB9ug09pOqf8_vw
Node,u-zSaIbSCTB9ug09pOqf8_vw,was,Node,sorry
Node,u-zSaIbSCTB9ug09pOqf8_vw,was,Node,happy
Node,u-BSu2hEtBYvtADAEKiQrmiQ,was,Node,first
Node,staff,is,Node,nice
Node,staff,is,Node,friendly
Node,u-W_CkghBYSgJIJYi44GBTPA,liked,Node,nam
Node,u-W_CkghBYSgJIJYi44GBTPA,craving_for,Node,food
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,chicken
Node,chicken,is,Node,fatty
Node,b-COfzp0tze_F8N13zn40zzg,is,Node,great
Node,Service,is,Node,great
Node,u-wffnrXJoLppOlvNOZKU70A,loved,Node,food
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,Chicken_Tikka_Masala
Node,Chicken_Tikka_Masala,were,Node,excellent
Node,u-U1vl4SQzO3wTAWlYVnSjnw,ordered,Node,Oignon_Bhaji
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,Lamb_Korma
Node,Lamb_Korma,came_in,Node,sauce
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,Oignon_Bhaji
Node,Oignon_Bhaji,were,Node,nice
Node,Lamb_Korma,was,Node,perfect
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,bread
Node,bread,was,Node,good
Node,service,is,Node,great
Node,u-9MD2Ry2jQ08z1_4VKpEmfQ,ordered,Node,delivery
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,garlic_naan
Node,garlic_naan,was,Node,stingy
Node,u-J1maxb_SF5z6uEpS86HMbA,swap,Node,naan
Node,u-J1maxb_SF5z6uEpS86HMbA,swap_for,Node,roti
Node,food,is,Node,great
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,butter_chicken
Node,butter_chicken,is,Node,good
Node,u-DEjUHO2E7AoMG5bkxU5aQg,say_to,Node,b-COfzp0tze_F8N13zn40zzg
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,butter_chicken
Node,butter_chicken,was,Node,tender
Node,Food,is,Node,great
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,papdi_chaat
Node,papdi_chaat,was,Node,stale
Node,u-BZ6haRXZ7yod1WK3wJ_GpA,ordered,Node,chicken_biryani
Node,u-BZ6haRXZ7yod1WK3wJ_GpA,ordering_in,Node,Parc Extension
Node,b-COfzp0tze_F8N13zn40zzg,brings,Node,reputation
Node,u-4McoAuXDYZSRmHgDnWsOzQ,had,Node,issue
Node,u-4McoAuXDYZSRmHgDnWsOzQ,going_to,Node,one
Node,u-4McoAuXDYZSRmHgDnWsOzQ,has,Node,disappointment
Node,u-4McoAuXDYZSRmHgDnWsOzQ,was,Node,excited
Node,service,is,Node,slow
Node,food,is,Node,good
Node,u-eZQmVZZAKCzayXTf3W99YA,got,Node,food
Node,u-eZQmVZZAKCzayXTf3W99YA,has,Node,food
Node,food,is,Node,cold
Node,b-COfzp0tze_F8N13zn40zzg,were,Node,stingy
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,salad
Node,salad,is,Node,Indian
Node,food,is,Node,awesome
Node,u-CwFebMF23wOAepWE38XACA,try,Node,b-COfzp0tze_F8N13zn40zzg
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,lamb
Node,lamb,cooked_till,Node,tender
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,curry_lamb
Node,curry_lamb,goes_with,Node,basmati_rice
Node,service,is,Node,reliable
Node,food,is,Node,tasty
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,Naan
Node,Naan,are,Node,fresh
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,naan
Node,naan,were,Node,consistent
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,Samosa
Node,Samosa,are,Node,bad
Node,Samosa,are,Node,great
Node,u-PVOtG_2eJOnJLoLmT_rQig,was,Node,skeptical
Node,Service,is,Node,great
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,bread
Node,bread,was,Node,better
Node,staff,is,Node,friendly
Node,u-qu3wygQS8UV3PqI1tOcVhg,came_to,Node,Bombay Mahal
Node,u-Ko5uwz46Ui-nNR22ddDG5Q,has,Node,food
Node,service,is,Node,slow
Node,u-yphnJ8zYbJF7Y3QbtMj91g,got,Node,mango_lassi
Node,b-COfzp0tze_F8N13zn40zzg,has_menu,Node,mango_lassi
Node,mango_lassi,sat_in,Node,u-yphnJ8zYbJF7Y3QbtMj91g
Node,u-yphnJ8zYbJF7Y3QbtMj91g,has,Node,food
Node,u-yphnJ8zYbJF7Y3QbtMj91g,has,Node,paratha
Node,u-pwYV78zGwS3avyPiVaL6xg,want,Node,richness
Node,u-pwYV78zGwS3avyPiVaL6xg,had_in,Node,US
Node,u-pwYV78zGwS3avyPiVaL6xg,has,Node,bum
Node,u-i7QG1ixeuFwpemeLvmRKHA,mentioned,Node,u-i7QG1ixeuFwpemeLvmRKHA
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Chicken_Protein
Node,Chicken_Protein,was,Node,generous
Node,food,is,Node,good
Node,service,is,Node,great
Node,u-pb9uB4NDh318hC70Hhe70g,pick,Node,Federicks
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Chilli_chicken
Node,Chilli_chicken,is,Node,good
Node,service,is,Node,friendly
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Chilli_Chicken
Node,Chilli_Chicken,was,Node,decent
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Crispy_ginger_beef
Node,Crispy_ginger_beef,was,Node,good
Node,u-Gsa-MeZ0IybuuXinFZUVGg,ordered,Node,Fish_Pakora
Node,u-Gsa-MeZ0IybuuXinFZUVGg,tried,Node,food
Node,decor,is,Node,weird
Node,Food,was,Node,great
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,chicken
Node,chicken,was,Node,enough
Node,food,is,Node,tasty
Node,u-fuRkHpqUoNqlNeglutAVqg,ordered,Node,shrimp_pekoras
Node,u-fuRkHpqUoNqlNeglutAVqg,work_in,Node,Scarborough
Node,u-fuRkHpqUoNqlNeglutAVqg,has,Node,work
Node,u-fuRkHpqUoNqlNeglutAVqg,were,Node,excited
Node,u-fuRkHpqUoNqlNeglutAVqg,were,Node,excited
Node,u-fuRkHpqUoNqlNeglutAVqg,were,Node,disappointed
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Hakka_noodles
Node,Hakka_noodles,are,Node,good
Node,Food,is,Node,good
Node,food,is,Node,better
Node,food,is,Node,solid
Node,food,is,Node,fresh
Node,u-4ofZzCP_fQsxtzJfGR_n1g,appreciate,Node,service
Node,Food,is,Node,good
Node,u-tzdz5CN4ss0Ipogkp3Eiyw,ordered,Node,noodles
Node,u-tzdz5CN4ss0Ipogkp3Eiyw,has,Node,liking
Node,u-OIVAJo8QryN-bJOjOvxkVQ,asked_for,Node,soup
Node,u-OIVAJo8QryN-bJOjOvxkVQ,asked_with,Node,rice
Node,food,is,Node,excellent
Node,u-hnUImDHE2csgspptWhxdgw,going_through,Node,menu
Node,delivery,is,Node,slow
Node,food,is,Node,tasty
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,chilli_chicken
Node,chilli_chicken,is,Node,flavourful
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,machurian_chicken
Node,machurian_chicken,were,Node,good
Node,hakka,serve,Node,food
Node,food,is,Node,great
Node,u-M1Nq20leiylPt0Bi5d_BEQ,ordered,Node,delivery
Node,price,is,Node,bad
Node,Service,is,Node,awesome
Node,u-07UWbgojyCyyQMIRgplw3Q,wanted,Node,delivery
Node,u-dmBFg8wn9o5xt3M8THG_nw,has,Node,favorite
Node,u-9UAjDzvFEQpYtI_nRJ15fg,pay_with,Node,CARD
Node,Hakka Bro,has,Node,food
Node,food,is,Node,delicious
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Chilli_Chicken
Node,Chilli_Chicken,was,Node,good
Node,decor,is,Node,appealing
Node,parking,is,Node,tricky
Node,food,is,Node,delicious
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Soup
Node,Soup,is,Node,great
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Manchurian_Chicken
Node,Manchurian_Chicken,tasted_of,Node,Cilantro
Node,Service,is,Node,adequate
Node,u-tzdz5CN4ss0Ipogkp3Eiyw,ordered,Node,noodles
Node,u-tzdz5CN4ss0Ipogkp3Eiyw,has,Node,liking
Node,price,is,Node,great
Node,staff,is,Node,friendly
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,vegetable_pakora
Node,vegetable_pakora,are,Node,recommend
Node,u-iT0lKL00EWx0MX9FvUwyZA,ordered,Node,chicken
Node,HB,is,Node,worth
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Chicken_Pakora
Node,Chicken_Pakora,served,Node,crispy
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,rice
Node,rice,is,Node,lackluster
Node,u-LlADl_EQrXex5nyNAWNZyw,am,Node,sad
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,rice
Node,rice,looks_like,Node,rice
Node,price,is,Node,affordable
Node,Food,is,Node,delicious
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Chilli_chicken
Node,Chilli_chicken,are,Node,great
Node,Hakka,makes,Node,food
Node,b-DxbdfvNYPCyiLJDDPJK3Tg,has_menu,Node,Chili_Chicken
Node,Chili_Chicken,was,Node,excellent
Node,u-Vp185uuVQc_ENlh3bdl7KQ,tried,Node,food
Node,u-Vp185uuVQc_ENlh3bdl7KQ,ordered,Node,tikka_masala
Node,u-Vp185uuVQc_ENlh3bdl7KQ,ordered,Node,naan_bread
Node,u-Vp185uuVQc_ENlh3bdl7KQ,loved,Node,bread
Node,u-Vp185uuVQc_ENlh3bdl7KQ,are,Node,happy
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,chicken
Node,chicken,was,Node,tender
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Vindaloo
Node,Vindaloo,was,Node,delicious
Node,service,is,Node,excellent
Node,u-ddPkNUNPtp-aaqjUgsTxBQ,got,Node,mango_lassi
Node,u-ddPkNUNPtp-aaqjUgsTxBQ,opted_for,Node,egg_rice
Node,u-ddPkNUNPtp-aaqjUgsTxBQ,dined_in,Node,b-MMOEaEcq-bsg_RYWHSC4_g
Node,u-ddPkNUNPtp-aaqjUgsTxBQ,has,Node,lassi
Node,u-ddPkNUNPtp-aaqjUgsTxBQ,were,Node,worried
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Curry_Dish
Node,Curry_Dish,be,Node,enough
Node,u-ddPkNUNPtp-aaqjUgsTxBQ,was,Node,sad
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,mango_lassi
Node,mango_lassi,was,Node,good
Node,b-MMOEaEcq-bsg_RYWHSC4_g,reminded,Node,u-Jctee9LjXow-SwLAqlMmRA
Node,u-Jctee9LjXow-SwLAqlMmRA,tried_in,Node,Calgary
Node,u-l6kkFLWO6FuEzRro6bcMwQ,got,Node,butter_chicken
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,chicken_biryani
Node,chicken_biryani,freaking,Node,chicken
Node,chicken_biryani,is,Node,good
Node,u-qYOiteHcT9TbuRyj66Dx_w,recommended,Node,b-MMOEaEcq-bsg_RYWHSC4_g
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Naan
Node,Naan,was,Node,good
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,chicken_tikka
Node,chicken_tikka,was,Node,flavourful
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,biryani
Node,biryani,was,Node,good
Node,price,is,Node,good
Node,u-4BODhptVEvhAIYOL6ngajA,browsed,Node,Chapters
Node,u-4BODhptVEvhAIYOL6ngajA,wish,Node,success
Node,b-MMOEaEcq-bsg_RYWHSC4_g,deserve,Node,success
Node,u-4BODhptVEvhAIYOL6ngajA,choose_as,Node,standout
Node,u-BsvsJue01pezr1hnGqQ1Lw,ordered,Node,Chicken_Roll
Node,u-BsvsJue01pezr1hnGqQ1Lw,was,Node,excited
Node,u-BsvsJue01pezr1hnGqQ1Lw,was,Node,disappointed
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Samosa
Node,Samosa,were,Node,good
Node,u-eduwe7PJ5jtrMMO6ZSFtEg,had,Node,Butter_chicken
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,chicken
Node,chicken,was,Node,good
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,naan
Node,naan,was,Node,soft
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,Saffron_rice
Node,Saffron_rice,was,Node,good
Node,food,is,Node,delicious
Node,food,is,Node,delicious
Node,u-ScUVRyfEje3IP-XH91qBxw,order,Node,lamb_biryani
Node,b-MMOEaEcq-bsg_RYWHSC4_g,has_menu,Node,lamb
