user_id,menus
u-HUovCOl65tY6G02QpI2lhg,
u-HVq7SYfZ4hpFFVsAU_Ub_Q,
u-HYhcWWAvzggD7RISFuuUJg,
u-HazSV7hH9YrbDL6lOpS5Dg,
u-Hb8iiLoikkchkQLh7yhndA,
u-HcjILZhw0g4lzO3IHhZuOw,Tikka masala
u-HdT6Ugg2DF8dcDx8h0zTwA,garlic naan|papadum|Saag paneer
u-HdUUsRnIaqWSQR9Mp4lDwg,
u-HdUpeg9oYzvzHIgeJuM2uQ,Malai Kofta|dinner|butter chicken|garlic naan|Chutney|chicken pieces|tandoor|tikka|butter sauce|biryani|Beef Samosa
u-HdfsPpF9UVsGUrsgp6jYpw,Ginger tea
u-HeRY_GdwfXE6H7BMqjwI0A,
u-HeiQX_tqWC6Vc6xUOJVlfA,Samosa|butter chicken|chicken
u-Hf0J8ocx_-N9jvqYEAQrsg,dessert
u-HftGlY0aSWl0MYWY8JYCdg,
u-HgCv2lm-GuACRanD7bSqyA,bread|noodles|Dapanji
u-Hh5ZtUanXTARKJ6Bwnj8RA,Chicken Dish|naan
u-HhXSYa7Wd0qRY_bRaAEfCw,
u-HhshgpOwUGDk0_yI-Sa42w,Soup|Tandoori chicken|Masala Dosa
u-Hiz0uGK0JB-xdAuTjrDIlg,
u-Hn9nTEOEjOyHbS3KtesquQ,
u-Hs_C0DvtZjlQ01p4ZGSkmg,
u-Ht14IxSbuoK_mHppKdmN0w,
u-HtThhuFnksLAAZdiC__1Qw,
u-HuESxQX3PLPBUvYWDDP9MA,
u-HuqqfOhA70LtHRPKDzIedw,sauce
u-HvDBT2whHCalPX7eWgmrqw,paneer|choolah bowl|paneer pieces|salad
u-HyFuBOroRe3pTYc79cfTwg,lamb
u-HyWqYLvtJRwZj9Zva-gPvA,
u-HyXK2GNR9i4SWpLQGOqQYQ,
u-HyzhZk5d002IsA3V9VfV9g,birbali shorba
u-HzEtbh5KYzfeW_MTVnGCEA,tikka masala|roti|Pani Puri
u-HzQ269wc-q5QJJ3lbLmW_w,
u-Hzy3Jp1jINIRgCF04My3iw,
u-I-KJH-Zpc6DB4BEMC-WDPA,
u-I22QueJ7v1WQu9LAmjeXlg,
u-I2VrWcUSzNSjVw8Whsb4uQ,
u-I2abmPzZK7pGDYD3LmNMkw,
u-I5o9rHxGwIGc75aWpxxGzA,rice|chicken corn soup
u-I7C4nahTiMYRxNe6up8LZw,
u-I7Mn4EhLn_985vObzRcDEA,naan
u-I8OgHOWhfyFsDPfC3YU3xw,
u-I9mfvSx2uklO9aZF4DMcGA,
u-IAgH5RQY67D3aGF5qGuUHQ,Naan
u-IAlYZGVT_6B_BK8UrUYOkQ,butter paneer|chicken|rice
u-IBOElU0CctRdYSVQRHSxyw,
u-IKkK_waJT8aER3-XB0WBjw,
u-IMY8Lp_k7vOe0J5pV_y1qQ,wine
u-IQ3L56nvquTVJUB2xArJ_Q,lentil soup|Soma Grill|Sauce|naan|lamb vindaloo
u-IQ6H85aloTdF7iAkr_b7Fg,
u-IQ8JZGg2po5YrcYqCBQQrw,lassi
u-IZQhRicDrPQ3RWuHRUMM0Q,soup
u-IZXnSMdOkVdFH-mw6zQBbA,chana masala|naan
u-IZmx7AxIH3LeI1QMsrOAcQ,
u-IZqX5O-q2cBoJ7beQfJg4g,
u-I_hZOak13ydnfXV1nJPDTg,
u-I_wb3WV1EwwgH9i1ZrVkTw,
u-IbBN7msvCU8sO55o1pfgyw,Biryani|Naan
u-IbL4upXbKhB-puX6ffQlww,Gobi|shahi paneer
u-Ibk2kY59Tq5nUrePO1sRXw,chicken Tikka masala
u-Icl6FPyBNFm6VREuL32XEA,
u-IdhiZofTvwWd_Ul5m338wQ,
u-Ie8Eh9Osxb98EOUi85hXWg,
u-Ifp766e-J7uv1rRE3cUKHg,
u-Ig4SpbxDIZwkQR2IPxxnLw,
u-IgjjNyJt8l_SKcl0KPYgVA,
u-Igme2ZlmTqQeNoVPFhXJFQ,
u-IiZv0qzwQYyZm9C_w_2RjA,
u-IisWKW9bti1kkXNVYSEjrQ,
u-IjNOwI028HYJ9deeeFkXqQ,chicken|masala bowl|basmati rice
u-InDrrRvQ9f732YGPX4Ixmg,Sauce|Mango lassi|chaat
u-InNzVNktf3jI7zUyE05FNQ,
u-IoEg3YNEGynDxbpUW5vEcg,malia kofta|butter masala|gobi Manchuria
u-IoLMXv6wzfKaisN60u5iyg,palak paneer|paneer|chili sauce|szechuan chicken
u-IrG8nrO5npF3SYonkAXIEQ,
u-IsfzrB80aWj9jYVaG3WrzA,
u-It-sLq9NQMIl9tqdY31Tyg,tiger prawns
u-Iu5mS8o02-RGpjJdxI0v7w,Chana samosa
u-Iv-dbHr2ZTsb8mrd_KDR8g,chicken
u-IvlKVT9SWsbFH1lhaIX1SQ,
u-J-G_6fvT_sNs0YXJkYEnSg,Chicken Pakora
u-J-ZMQMjMhoJ6oTDZ_Y-MNw,butter pecan
u-J1P3QAMh5y74kRCsaZmMgw,Naan
u-J1maxb_SF5z6uEpS86HMbA,roti|naan
u-J1pXZZ6z5FCaun5ic_rYig,
u-J56C7Dc9E7Q0mpMTJGW6Qw,
u-J5eK0nDfQPlD0VeihS40kA,chicken Tikka masala
u-J7iJ3EZWyUIcZRDjki4NEA,
u-J8XphkYwcVOmU7Es-QWTBQ,Chicken Dish|Naan
u-JAMGB4VA1x5yV-o0_gUwMA,sauce
u-JAPLYewQZ39q4oVdNhCNYw,
u-JB4_tH5U_oN7Xl3MA4aeHw,lamb korma|dinner
u-JDEhGFIPAyIMkfHD0G13UA,
u-JDhDhqBOwF-blQzlvDc2Pw,Tandoori Grill
u-JEl_9-vznwpcj0fKRXNc0g,naan
u-JEszsIpnQ2prCwWx7WuYWQ,Samosa|dinner|naan|soup
u-JFV3I5i3Bcoww7mAhRRIPA,
u-JHCs-fyEMnKjWQkQvRSORQ,tandoori chicken
u-JI4plEaLm5N8rxt8zpcJwA,
u-JIKywBVrWyfKYqhZAt0D-g,
u-JJ98GQepxaRRelII93vUOw,sweets|Tandoori chicken
u-JK33W3CV9nzktfuIunB6Ag,sauce
u-JNIQzSzS6GZPv8mPBscJeA,naan|chutney
u-JO43kQUk910jSNL1FhqgvQ,
u-JPmEINY29c9W9gwVPb0_PQ,
u-JQ2ocd32iJh-VuXTywADyA,
u-JSnZgpUfETfH8LcIYBP9Yg,Afghan Cuisine|naan
u-JT9Ux1QWW2x1tDyFNaSp1A,goat biryani|butter chicken|naan|chicken biryani
u-JUT0U3HTSB3kz9Wh7N0GqA,dinner|naan|garlic naan
u-JVNmhQ9Lk5LZ-gpTG6g7DA,
u-JW2WD8O8hRf98BahFtXUYA,naan|Nihari
u-JXuawc8neomBb6RwlsDYVw,
u-JYxejNDBlyiQJQDVi4HCWA,biryani
u-JadFtuFHdE9E9DZiFnKCjA,rice
u-Jai6ZKPwMwIOEh8mqI8JoQ,chicken biryani
u-Jctee9LjXow-SwLAqlMmRA,
u-JdUtLfZbo5IvqM6ziNLJSw,
u-JdxXRU7NISZmjKfdwwM8VQ,
u-JiRZzPhGTbcnzTpu-BsyEw,goat
u-JkMHhetovUfpiThhYcTq8g,
u-Jm67TDhh8t1VHPACeORuOg,chickpeas|chana masala
u-Jmy8Gse7FnO9qizJD8NDnw,
u-JnPIjvC0cmooNDfsa9BmXg,
u-Jnx8GE372nbzljZ5VqZcGA,naan|Grilled Fish
u-JrGR1x3CBzosylXxzq5Avw,Biryani
u-JrXC_MDp38BWwLn2SFdNsA,Naan
u-Jra_ZcNalzq4vxbhAtowdQ,Butter naan
u-JtAoso0Ze87DWqnmI5qorA,
u-JvOm8KVujosHlFLyv4mBgg,papdi chat
u-JwHGAta7sEXXeyBnhqjvBQ,rice
u-Jwb1d3jAzmnIFjXg8b7OJA,
u-Jwq_ZeNiVDwre459Qu85Hg,
u-JxQ5tlmEcpXgTDR41psGlg,
u-JyKCie9noLFJeLKj_SbtTw,Naan|Indian BBQ|Choolaah Salad|Mango Lassi
u-JyNt3p21XAhF2iYJ2S5oUg,
u-K1CMj-GuCSauFP3zMWDwpg,
u-K1awfEsNfisnN1pwdr9kCw,
u-K1gB4QXJe--Gh1rw4TjGWg,
u-K2d4GwR0WaPn1d6mSJ34Vg,
u-K305VrM4YXvTKQfv2ATWyA,
u-K3hhXg0HMZV2S2oySuvHfg,
u-K4OcWrU4gcirSqATZ99nKg,dessert
u-K5BJUOt1cQBv5c_n19l_lQ,chicken
u-K5BMSEbMZIpTuMOsPph1dA,chili chicken
u-K5ItxnxBRrP4pn1XqQ6qXg,
u-K5nBbPNYMhFpTdcucG9a_g,Pakora|sauce
u-K6VLCkpvkDtrvVL2v9N4Wg,
u-K70JltkeMjhIlAS-pevGPg,
u-KBH4TDV7bh_Xqe96X-5xmg,
u-KBLW4RujERLotEYjU5LKew,naan|curry|rice
u-KBSFwLHntHwf0e28a94ckg,kulfi|saffron
u-KDGywMWT8L1oy6pOrWtFpQ,
u-KDuNx3_30KQtpgssaTAbag,
u-KE_qVCnnNOJz8Nn6QvtnLA,
u-KFQJvl2ZfGZP44QuKr-0mQ,
u-KFWR4hmk4nv16SQrofu6Hg,chicken|Patty
u-KHUBAdXo41QPUo2WCbaV3g,
u-KKmLdQFyDmuvW2JY_5_kfg,eggplant|naan
u-KMfMN0CabpKOGpHmGpw8Tg,chicken|FRIED RICE|shrimp|rice
u-KN1MNPLVPUGsfaOssJQggg,
u-KNE0o7pq_GEvog0tNr7-qA,Corn Vepudu
u-KOEZpAqnrbJnaZVn9mkujw,
u-KOHvhD69T7rlnK7zKO2wmA,crispy beef|chilli chicken|veg pakora|tandoori chicken chow mein
u-KPrKmiwOSy_OuYMz75kW6A,
u-KVGxs-NiT5g-8uiHzu2bEw,Aloo Gobi|Lamb Vindaloo
u-KVU-0u6ma74F4II9EOMAcw,pickles|Dosa|sambhar
u-KWBFh1a5ANwVwVGviWevDg,
u-KakQUoJZlE9EMDRlznLxJg,tandoor|dinner|tandoori
u-KbwOwQZTOfrtaeJdmucALQ,garlic naan
u-Kf10dTiGlcnyhj8DBoZn1A,Samosa
u-KjApEcJZmBU2yo-MjuLTLw,chicken tikka
u-Klxao-Rz-2_RA7LHnd5jag,
u-KnkiyXZDt8hVdq_kw1iWuw,
u-Ko5uwz46Ui-nNR22ddDG5Q,
u-Kp41QyEY4z9q48VdRPtdEg,
u-KpAsepiCArojuvCOt3Psvg,
u-Kt-dsblXQnsUv3GjA_DFvg,naan
u-Kw1o8Ug5-aX7g_188bNj-Q,
u-KwNDKHPYQuqAtfzcVRRETQ,Mantra Masala|naan|Chicken Tikka Malasa
u-KwftRs5ROdD5vpfHq98m5Q,biryani
u-Ky-Ik9_KAfe_dc5B0EIrPQ,custard
u-KypM0CN_uMtUWsMtDqC8mQ,risotto|shrimp
u-KyqUaCjVKuBBDj4wAllGjQ,
u-L-IwJ7QPpg381tOfl61x7A,
u-L1m2pxoNxWeRZePpoK16EA,Vegetable Biryani
u-L3IOg58UitWzFctBsqq9Qg,rice
u-L6-ax0dvzJZO7g5wwt9KJw,
u-L7I8V10Ea7Fs3cb_cQRzGw,
u-L8GB1sEXJrVfR-UsDRjI-g,
u-LBYSGIpcXpNrnng3Oslabg,
u-LEFsjetoUEyWTiOLq9xkyg,
u-LF8CqQMpHcKyJffiNtKhcg,Paneer wrap|vegetables|tandoori
u-LFIwsDHMgB3I-GbIhbhOhw,
u-LFe1mONIKYyFsrNvi5TF4g,
u-LFnU0NSnOMnKOhpFJRocnQ,biryani|Goat Biryani|Dum Biryani|rice
u-LGXlkLvjylax593u-evS7w,
u-LGmwyWHL6e3XqPG1qKHP2w,Chicken Biryani
u-LGuqeCJMZnxO-C8h8RnoSw,saag|tandoor
u-LJ4wHFavaek4WJw68jeKWQ,
u-LKwXcRziYEuunOMAAnj-0g,garlic naan
u-LOtvSPSXXJ1WyrbPCX5fSg,Cocktails
u-LPWSfa9mGf59P7KZg_eOdA,
u-LQC_djumWD5qkoInU8Od6w,chocolate cupcake|coffee cupcake
u-LRQl39yBwRohkhT-mqETLA,
u-LRo8nXyXIEGZXr281Wjxlw,Naan
u-LRvzPlhYLEvuNRkE187d8g,Vindaloo|Lamb Qorma|Naan
u-LSTGz5zhkiOT22zPUrBz4Q,
u-LT836QnQtq3FhntKQ71J2w,Dal
u-LUYfOHMxgypwF8URBCuCeA,
u-LVQ3fG3agkd4Qy90xzzjNA,
u-LVgkbdEsYiYLTK7dAYmAMQ,
u-LWor1gTFv2VbzjxVZehzLQ,TEA
u-LWu1oEhz4jhiV1o5K4amKA,
u-Lcd7pKlCr00Kz6a8zheWew,Chicken|tandoori chicken
u-Ld_xQB6-NJKvNBPiGqQtug,
u-Lfcfi07ymAdaHZlph_QRNg,
u-LlADl_EQrXex5nyNAWNZyw,
u-LlOpRDOjA34WCjl8K1bUjA,lamb|lamb vindaloo
u-Lmnl2fFVUeZE3QJwNr9-tg,naan
u-Loon5QwPvVf1XZTfj31BvQ,biryani
u-Lq-xlj_fZFnd1vThnsPFxA,
u-Lr5jCkgrBopn_bs6P9xspQ,
u-LrIBQt02TkZN5LIkJkDpHw,
u-LwYZnGzCfpejTbjqcxj2Rw,
u-Lx-4cXc-7UKPtLBw8v_Krg,
u-LxOq8BrpU5xGT7iLcv6_Yw,
u-LxaLVlBzyY2JgIJZTvz1dg,
u-LyhHlpJiZOqQWwftsov7Bg,
u-Lyj3OLJOGkqnjq2ZApa1lg,
u-LyjEBN-9r5BLStzwBgIfXg,
u-LyqT8vT-cQr0c13_pulFoQ,
u-Lyxh1sR7g7XXjly5Y6HqaA,
u-M1Nq20leiylPt0Bi5d_BEQ,
u-M1z-bDg97redqpSsbgGCeg,
u-M3zySD3aFJHlteRTYnwBSQ,beef samosa
u-M4LkknfZPebvUfzWUrNYBw,
u-M4P02bBbTauuwP6OhGpT-g,
u-M4PJxqhzurzkEwVl3lki5Q,chicken tikka masala
u-M52QrSGBxYao0zqzTZdntg,dinner
u-M9B4BJkv5ciSgkaUfif2Dw,
u-MDfu5QIJSoHuTnIEWF0wgg,ice cream
u-ME92LC_Zp8Tl2hOKHUKU3g,
u-MFnXQb1R1IGLL_-W4oflJw,tea|pappadams|paneer|sauce
u-MGS4xcClMRZ2SYlmWdv5WQ,
u-MGri_VUVlqwhaS5XkH4OxQ,goat curry
u-MH3WhxGbzCKWT10aeHHfFQ,beef Wellington bites|gin cocktail
u-MHI1R-PBE7__qXtotM7QSg,mint chutney|Naan
u-MJfGg2PNy1uWIdYtS5n-tw,tandoori platter|Samosa|salad
u-MKeWSLsayBxEqz4xMeMeow,biryani
u-MNg6tOsLAKgxsdhLNK6iGg,Roti
u-MNrJg13AAX6qvaa6PxFdRQ,dosa
u-MOeET0bwZQ_WGUWQN7kavw,naan bread
u-MOfbW27o3-EC-s0jJV7fvQ,goat|chicken
u-MOrr88hGGVLE_ThYGrjlag,
u-MQq_1AlcDWsyNs7Ot8J4OQ,
u-MRDaIBy6V_gv4dDR5rujvQ,Malai Kofta|Bhindi|Aloo|dessert
u-MROdvO4i4CRFBMJamcGN4g,Vegetable Skewer
u-MTOyaBIQPIRCzFhtUw0FNQ,biryani|Chicken
u-MVx_t02mVfJxI4TpLEJtNQ,
u-MW2pHbbkYIh92CWfpi6q1g,
u-MWtrV8O5NclWPrNvsxUVXg,
u-MXE5dJEqzzfKDLEGkHbdVA,mint ginger|tiki masala|mango
u-MXx8m2PgBlETPrvqZ9Tvug,
u-MYHp2_dc7eKkCR-XbO6x4A,
u-MZquAgNHt4ZATNiS0gx7yQ,Mango / Mint Juice
u-MavSq5J2vsW5qoteLa0DFg,
u-MbBhClrXyu8-Mk5wW5y8tg,
u-MeEoQzH3tjUe2GsBw2ot1w,
u-Mh4jTzW54-gQ-ZFNlN5-rg,
u-Miy2d-FbN3AoIetNvH39Cw,fries
u-Mk9ekByCVSifYjfPty8kIw,gobi manchurian|uttapam|rasam
u-MnUkqrzq5LOHSD6TSJjbNQ,
u-MoFYvOoufOMyVTmUFAhRxQ,cheese|Cheesecake|bread pudding|pudding|Tikka Masala|Blackberry Bramble
u-MppzipH-1g7jrN-WWDhYfQ,
u-MrSiwcX3gKm3kaXzgZq0pA,
u-MtEFndVMz8Fy6Zi9unRjbQ,Tandoori Grill
u-MtmbnUmDPeW8QW-mEeLPHw,Chutney|vada sambhar|mango kulfi
u-My4lpj7jhMnyajhRo5EiOg,
u-MyFtpeGsV4z3zvFBnfGIvw,
u-MzAKIZCxozTibNPDjwvqig,Mango Lasse
u-N1Ouy6kHAQwGlCrGSH-5Nw,lamb vindaloo
u-N4x8kk4Z4OaamaejWXtDbw,Paneer
u-NAOx8KnWeaCcbYN0VE-HSA,
u-ND3UnouUykHdEQ1t7x0DvQ,cocktail
u-NHNI2F-xCzx_-3MWOMFfog,biryani
u-NLJT8SQ1f0YpxO4hFUPdrw,bread|lamb Rogan Josh
u-NLX7OC9XpCSzlOBMG_lmeQ,
u-NPPnwMFQjv80vV2mQr8tdg,dinner
u-NPuDckolpg7Yo48mTldAaw,tikka masala
u-NTWjKabDCS5KBryITdV72A,dinner
u-NUL7bfVZsp3y58uezfg-Yw,
u-N_IFBJrVN5CVRNi4UmKf1g,mint chutney
u-N_WB5usUFVBYI_8g7nnh-g,Chicken Tikka Masala|naan
u-Na7xuGDsbPUdtGp8fIzJsw,sauce|tomato bisque|tomato soup|butter naan|Vegetable Pakora|paneer
u-Nf_QqEr5eY9ukEFi50lZBg,
u-NftDx7ER0iz2o8zP9jpkyA,
u-NiDw-eIsrAPoAZBjzVJRCA,
u-Nik-rm1rk2g_ZXiVP-YDaw,cupcake
u-NjBbyIIgpN8lHolFh4nUOw,
u-NjP5TCZ_44ROxw41vYWAfQ,
u-Nk8bmzPSx5_yQtNBygbYUA,tomato sauce|dinner|dessert|Bread
u-Nlgl2CCKf83BhwEwCbmO3Q,
u-NpzLHUDwsVnciPdialPolg,Pakora|channa masala|cauliflower|Chana masala
u-Nq6e5N8bjgD9B46O4va_zA,
u-NrfMC5CoKk-TzJHo4uYkrQ,Crispy Dosa|Masala Dosa
u-Ns138gV1CUF8ZF01hiJu_A,Mantra Masala
u-NwQKDekLl0ttb7KuBZdUlw,
u-Nx4R_BdL5nspyQOgG3VwUQ,Naan|Chili chicken|Chana masala
u-NzqJBFA6QdOKBv1dIkTLDA,chicken|kofta|cauliflower|lamb
u-O-seRIDoSOldnnV8Zz0KOw,idlis
u-O0evs8847ecEkeFMEuK4PA,spinach|chicken wrap
u-O0vArV_siy0XQwTGcuffVA,vegetables
u-O11tw0DcEqxYmismRwaFoQ,
u-O1xFqqL08_U4Y4lOTOH-7A,
u-O2r153ZyHduw7FFO5Hu0qA,
u-O4Dim1eKErdBdKWUGpMxvQ,raita
u-O4F1_e9MLVO7AKeGDWg5uA,naan
u-O4U-S6ZQcFRdBsGbGB9Pfw,
u-O4vctHN4swh5WKIulZ8ubQ,
u-O5OJNtE5gDOEDS7nqB-BYg,cauliflower
u-O5ewsxFnXwOgbCJzVyfPxQ,
u-O6GMZPc_9H6jr1Jf6wkXtw,
u-O8kmR1np3bcF_--U1vDkYA,
u-OAxWGpwJJ0Uw9j79RsdCWg,malai kofta
u-OC4dZNFEkW_eauHVaT6TVw,
u-OCzYa2nj8FkeQZjDej3OkA,
u-OG3-lPmdf3SAOwyCgW03Tg,curry
u-OHqTkgypvJFc0gqae51twQ,ice cream
u-OIFQ2gezW6NRsEdfRZ4Odg,
u-OIM0gH6btoQv0IsEHdxajg,
u-OIVAJo8QryN-bJOjOvxkVQ,rice|soup
u-OM_vkyg08Y-BbhJ8wffvVA,garlic naan
u-ONGiC7jc0KDqqVcAXHjl5Q,
u-ONRLfyEi7-exqKlfWiRC4A,fruit
u-ON_4MwqybgZx3cq4ZoNlXQ,
u-OQBMu7x0V4Oz3iFv3x0i5Q,fish curry
u-OQbrtiG2DoNb8j3mXMZ2lw,
u-OQqBdDPBXYXQY0qRL20Dew,samosa|sauce
u-ORBwoRxcyxFtjNU5zuex_Q,
u-OVFFbN9ij5wFL3UQLhT3pA,Naan
u-OWwO6rlPLSINNYA4RNCToA,Makhani Daal|Goat Roganjosh|Chicken Saag|sauce
u-OXLbpZSZiOLPry6rsA2YVQ,
u-OYRBjBWy1uOm12N3cokS_Q,curry vegetables
u-O_P3ht6XRpd2DE6J55PANQ,
u-Oa6efBl75lZXAyVmO_WhBA,
u-OcknCSyqHQCfpBWHAcD4LA,Biryani
u-OiRnzvW40RQ6tqcgk4jv1Q,naan|beef|palak paneer
u-OjhSsv0QSnhmvVfQkHuAPw,
u-OnfwPAs_mVdSAEigKMFHQw,tikka masala
u-OqdJYU9BZ8bxOtuzX96IAw,
u-Or61vB9q9CnY0r4dmeOYXw,
u-OrSLgsvMELpjkbXIa-Bpdg,Chaats
u-OrT26FPjwEjcZ-gCVOGwrw,tandoori chicken|Chicken Pakora|rice
u-OtHLldo1oGIGD5sqFMxb8Q,Chili Fish|rice noodles
u-OtV8UYg28PLpoFFdHQvKHw,
u-OvpSfXcDf7UzYlaomWP9dg,dessert
u-OwMB_Wtbrk2dMQpugCHaIg,
u-Ox3L-za2jio8KkHdARMWkA,Ulava Charu Veg Biryani|dinner
u-Oxe8DXjBOi6C-cR2w64zOg,dinner
u-P-zcn6bAoY-k00JAli6QGg,
u-P41ptyME4S7rLnejVGJmUA,
u-P54nt3IxiKjFczxMzWBGQw,
u-P5EyRy8MtiBPvi15A8pctQ,Naan
u-P6rpdRwuwC9cTgaNnU1JaA,dinner|Chutney|dessert|Double Ka Meeta|Sauce
u-P7EV3yrn1PLHDBX6rF6qIg,
u-P8jmRph25j1PxG6__HKDJg,bread|Roti
u-P8oZSufLPksOc7KoKGb1Vw,Wazieri kebab
u-PCFTWXdoljAB8JRJ0jQAEg,
u-PCS8UgAE0Kg775p2018Tvg,chicken
u-PE9yqaVR8LW3KRKHIJuXWw,
u-PGOY-ncw_bfJ8wdkJY1ETA,chicken
u-PKEzKWv_FktMm2mGPjwd0Q,chick peas|mango lassi|dinner|Papadi chaat
u-PL6jMLiH3Pzj8XF6V3BlvQ,
u-PLIBoFMlQjM-FKqMCHnwgw,shrimp rolls
u-PLpm8j6lmu1tMhTR24O_pg,Fries|Naan
u-PLz0TuPyVUnCc75jXrFBUg,Butter chicken|Rice
u-PMzZIU1oDxDD6B8dE3-mog,
u-PO0PsC-ihIA0TSMgPEYTRg,coconut barphi
u-PPSljqrvJ1AuIp4mi12qAg,
u-PPwSn3eYtbX7DnjmNDqjlg,
u-PR5FE8ctZ1sfF4-mrrK0SQ,chicken curry
u-PS57qKDqNUlsLlsOxF00qg,
u-PSiIZICTY-hYdZgZJ46ooQ,
u-PTA9-r1rmcFx0dZGdKCfhQ,dinner
u-PTcKYk_qU-WzbQjraE3TgQ,chicken|chilli chicken
u-PVOtG_2eJOnJLoLmT_rQig,Samosa|Roti|kheer
u-PVyl_Kilc81Y0e3eCGJF0g,Roti
u-PX8kjj_GwRqVz8zl9hTDxQ,
u-PXe-x5SAMzAEn8EOBCVgeA,rice
u-P_U0iA3axKQ-K4qTCs-Hkw,biryani
u-Pawfx4OcRqHObTJ6rx9eiA,
u-PcbsVShGWMQ0vi-SAHtrQw,
u-PdBWNah2YanRXEZovFPwIw,chicken tikka|chicken biryani
u-PdzcY76MeM6eYlxoiUOjRw,Masala Dosa|chutney
u-Pea4YrG0ZfWC9tVcZUFoiw,Curry|Chicken|Chicken Curry
u-PiSCokd01nxdMkVQRV_R7A,chat|Vada pav|eggplant
u-PiZITljA7_z4smI411o40Q,
u-PkRFSQgSfca9Tamq7b2LdQ,naan|BBQ
u-PkZcF10Nqrqo74w9NWQFEg,Aloo Paratha|Mantra Masala|Chicken Sag|Spinach Naan
u-Pkhgw3isev-r-OtP6Fg1dQ,
u-Pl4ESTmZSbytyjMKr9_hMw,chowmein
u-Pn-4x0eNqZHTiWz58201GQ,
u-Pp-v2RxM0TIXj1AMsThyVQ,
u-PtCnYJdVicJ1BOa6X14fZw,Pindi Chana|chicken|fish|beef
u-PuXpIJzTBQejeBZh9hwynQ,
u-Pv7H3jbfqNomtr1Zi2tghA,
u-PvjiauDPX2IPz7ybrrFRFQ,
u-Py86wn0uUoSapRIqfwkReg,
u-PykdDYLulOmgmEkz_-IrOQ,
u-PzjAqkfNN9olT1I7-EGZbA,mutton|paneer
u-PzkA5dSmgKKtin7UZIGwsw,rice
u-Pzpkx0tCdCORANffdF5rGQ,Saag paneer|shrimp|Chicken masala|naan
u-Q2CV6fNpNRnfsR_BEYLO9Q,Mix Vegetable Gravy|Chicken
u-Q2wEIftRYkbw_pCr0VVGiA,scotch eggs
u-Q4Qfu-3vYtL1LRm2X1b0Gg,Dosa
u-Q4W700OKMIR8wtj0V-CAjA,biryani
u-Q5SPegSqiRDlOUx9h9y2Tg,
u-Q6Dcxo3_lNCzkqK7J3FL7A,Daal Makhaani|naan
u-Q7bLDV2RGKF5KJyasrwZ6A,dinner|Mantra Masala
u-Q7eViccNf17Q8eXIap69Og,
u-Q83R2UssCoErEJX36wrlvg,yogurt|Batata Vada|masala chai
u-Q84VBA4O_oBvHZSAeMMVUw,
u-Q9mA60HnY87C1TW5kjAZ6Q,
u-QEyj98qQ_cM4YbIWeKcSfA,Naan
u-QGOtNZfasBwWCuawKjypYA,Dosa|chana masala|butter masala
u-QGop4dOKhnBZ-LHhc5yqPA,
u-QIC7YDWVIciSHX9FQHa-3g,dessert|plain|Coke|ice cream|naan
u-QM6BNFIUuPH_lKYf98duKQ,shahi korma
u-QOk29S8eOtu94j1uTpmsuQ,Butter chicken|Curry Dish
u-QPHv6D5kz_OidWnXC67izg,
u-QPZ3FoL4ZI2T3pNXxfo3Mg,
u-QPsTWMns6I-nMXAfPBPgdg,dinner|Lamb Korma|lentil soup|sauce|Chicken soup|rice
u-QRXsIlJoL_Ar7IRzU94jzg,
u-QS3ACVzbEzHBx1mJSrRvjg,
u-QSayRQs6XbrzkC7Zo6TW9A,
u-QTelOIPq6AaPZ8bKhxQm2Q,Chicken Vindaloo|Sauce
u-QV--kQ_uEgjn3qzboKPq6Q,
u-QVea-T9JgZ6p-vMX0aymJw,
u-Qa8-Ln3MRfYMzJRhp9_xVA,roti
u-QbJwpjXNgFoWIN8zGKJ9QA,
u-QcZ0n7aYFnvVKPnmWX51Qg,
u-QdLc74qpa5sXJOfgb0FthQ,
u-QfJXkZpYFEy7UV_-95N_BQ,
u-QgDY_9osm0KHkP70ftYAtA,
u-QjXmfgV4cqIC2HvPtrrmZQ,tofu
u-QkBPfOh19KCnOn4C14DBGQ,
u-QmK4mY5lmzpDrnSHzZDEpQ,choolah bowl
u-QnQ6NK3fxY4lQXOMT8Xf_g,cauliflower korma|lamb curry|chai
u-QoSky_7PGAWbZLa0Qg7rIg,Sesame crispy beef|Singaporean Noodles|shrimp
u-QozLnf7sjzQ0IRzEAsepKQ,paneer|salmon|fish|rice
u-QsdgVWYEpCCnzoYhlxxewg,ground beef|Chicken Samosa
u-QtKp6zUk4fHDxMms4rCQ7Q,
u-Qu8Y4COgSfkPe_mVfkrH-Q,
u-Qvaor-prruNFC_SYW2EmNQ,
u-QxBIfPH-0JoOPpBKVQg8Bw,
u-QyKtK6hFfanlucU4xEv0WA,Chutney
u-Qyokp8RI4Y3YrSsN_C1iWw,
u-QzfkTRxTgBYIagHlVsFoyg,Samosa|butter chicken
u-R1eRQrEMvc5TKNOtU9Se1w,tandoori
u-R38mW_Uyp46JHToxobXQXg,
u-R3fz3e2r85XoBl7gzyXRAQ,
u-R53BsPalQFweaQWQGZUjSw,
u-R6vb0FtmClhfwajs_AuusQ,chicken biryani
u-R8RCv81QBJZfaHDLxdHOlw,
u-RAOZ3SzKlmxY3iDIlBb0dw,tapas
