subject,relation,object
u-gScmsSCqBeFPp6q9yG5nmw,WRITE_REVIEW{date:2011-03-21 16:59:23},r-TL8DlZU_kOOXPu5Voaie_w
u-gScmsSCqBeFPp6q9yG5nmw,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-gScmsSCqBeFPp6q9yG5nmw,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-H-6aOqMTc1Cz65XrXhhmkw
u-Mk9ekByCVSifYjfPty8kIw,WRITE_REVIEW{date:2010-08-26 19:01:23},r-H-6aOqMTc1Cz65XrXhhmkw
u-Mk9ekByCVSifYjfPty8kIw,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-Mk9ekByCVSifYjfPty8kIw,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-KL50_N6k5Md--szydhhtMQ
u-aeO2eQXK9riEOQWJpBu3qQ,WRITE_REVIEW{date:2010-03-15 16:15:12},r-KL50_N6k5Md--szydhhtMQ
u-aeO2eQXK9riEOQWJpBu3qQ,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-aeO2eQXK9riEOQWJpBu3qQ,RATE{star:1.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-0Zl04qztslZglx4R7wkEHA
u-tK8a1JixD86__LrvdsfgDw,WRITE_REVIEW{date:2013-01-05 02:49:10},r-0Zl04qztslZglx4R7wkEHA
u-tK8a1JixD86__LrvdsfgDw,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-tK8a1JixD86__LrvdsfgDw,RATE{star:1.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-slhLF6YFfsR4njvVdKW3cA
u-OYRBjBWy1uOm12N3cokS_Q,WRITE_REVIEW{date:2012-06-27 03:43:37},r-slhLF6YFfsR4njvVdKW3cA
u-OYRBjBWy1uOm12N3cokS_Q,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-OYRBjBWy1uOm12N3cokS_Q,RATE{star:2.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-cZdMjHBty7Nmc8X3Lhkdyw
u-mIysRk_cJ5K_BMZ-r06TFw,WRITE_REVIEW{date:2010-07-11 01:09:57},r-cZdMjHBty7Nmc8X3Lhkdyw
u-mIysRk_cJ5K_BMZ-r06TFw,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-mIysRk_cJ5K_BMZ-r06TFw,RATE{star:2.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-5WnO_BWUBy9FGtUhzYXCRA
u-3ERGd_VUoH9_hsWmGudLYw,WRITE_REVIEW{date:2013-03-20 21:42:45},r-5WnO_BWUBy9FGtUhzYXCRA
u-3ERGd_VUoH9_hsWmGudLYw,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-3ERGd_VUoH9_hsWmGudLYw,RATE{star:2.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-tDLlSdF_MNdN7IyvwXxTSQ
u-7g1m7Nr8X82WCvAipAhbyg,WRITE_REVIEW{date:2010-07-12 04:39:22},r-tDLlSdF_MNdN7IyvwXxTSQ
u-7g1m7Nr8X82WCvAipAhbyg,VISIT{count:3},b-bO_JX-lDo5D5JGZhK5Ly3A
u-7g1m7Nr8X82WCvAipAhbyg,RATE{star:1.6666666666666667},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-uCP6RQbM3-G9WYxN-r27Yw
u-rhE4gLtM0gb3XLwSz6HPCw,WRITE_REVIEW{date:2013-03-19 20:15:19},r-uCP6RQbM3-G9WYxN-r27Yw
u-rhE4gLtM0gb3XLwSz6HPCw,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-rhE4gLtM0gb3XLwSz6HPCw,RATE{star:2.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-XrIGPT_Uy-8Y89E1XrbCQg
u-tM84r9rP7XTjX4SnRzviMA,WRITE_REVIEW{date:2012-11-10 18:43:11},r-XrIGPT_Uy-8Y89E1XrbCQg
u-tM84r9rP7XTjX4SnRzviMA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-tM84r9rP7XTjX4SnRzviMA,RATE{star:5.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-lyHxukLd2knWAgiGDzRiTQ
u-LFe1mONIKYyFsrNvi5TF4g,WRITE_REVIEW{date:2012-09-14 02:53:26},r-lyHxukLd2knWAgiGDzRiTQ
u-LFe1mONIKYyFsrNvi5TF4g,VISIT{count:2},b-bO_JX-lDo5D5JGZhK5Ly3A
u-LFe1mONIKYyFsrNvi5TF4g,RATE{star:5.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-2kXT6y_4qQUC2MiKkJ3RAQ
u-ACwN3HGetqPVhAgGKzdnsA,WRITE_REVIEW{date:2012-03-08 16:40:36},r-2kXT6y_4qQUC2MiKkJ3RAQ
u-ACwN3HGetqPVhAgGKzdnsA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-ACwN3HGetqPVhAgGKzdnsA,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-Imt7yxA-Ryp9VZ8Uu6zOwQ
u-wDrCkEsru6mMJAgrWaibqw,WRITE_REVIEW{date:2011-09-03 22:27:50},r-Imt7yxA-Ryp9VZ8Uu6zOwQ
u-wDrCkEsru6mMJAgrWaibqw,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-wDrCkEsru6mMJAgrWaibqw,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-CGUctazBEvKcP1oabD3viw
u-7g1m7Nr8X82WCvAipAhbyg,WRITE_REVIEW{date:2010-10-13 22:48:25},r-CGUctazBEvKcP1oabD3viw
u-7g1m7Nr8X82WCvAipAhbyg,VISIT{count:3},b-bO_JX-lDo5D5JGZhK5Ly3A
u-7g1m7Nr8X82WCvAipAhbyg,RATE{star:1.6666666666666667},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-iUaAWiEeCvsyZDNi641H-g
u-OwMB_Wtbrk2dMQpugCHaIg,WRITE_REVIEW{date:2012-04-08 03:57:51},r-iUaAWiEeCvsyZDNi641H-g
u-OwMB_Wtbrk2dMQpugCHaIg,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-OwMB_Wtbrk2dMQpugCHaIg,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-J6N2W2Rfhv-yLlPkOx2AyA
u-uv5F82-AVlSr8-BFswTUWQ,WRITE_REVIEW{date:2011-01-18 15:41:33},r-J6N2W2Rfhv-yLlPkOx2AyA
u-uv5F82-AVlSr8-BFswTUWQ,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-uv5F82-AVlSr8-BFswTUWQ,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-ylVuYb3QS8QfjQTEgMuMrA
u-qCY467Gp1D1Yrn_N9BpT_Q,WRITE_REVIEW{date:2011-02-24 20:44:58},r-ylVuYb3QS8QfjQTEgMuMrA
u-qCY467Gp1D1Yrn_N9BpT_Q,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-qCY467Gp1D1Yrn_N9BpT_Q,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-KEr9jakJkMYdutqFlMZDJQ
u-RtXUU6wCX8HHgYCfUXxWFw,WRITE_REVIEW{date:2012-01-09 16:22:52},r-KEr9jakJkMYdutqFlMZDJQ
u-RtXUU6wCX8HHgYCfUXxWFw,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-RtXUU6wCX8HHgYCfUXxWFw,RATE{star:1.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-UBaxD7M82XCn4l5ageoy6w
u-_DaFdmq0gtXf1spn1qC_1Q,WRITE_REVIEW{date:2011-04-04 02:04:20},r-UBaxD7M82XCn4l5ageoy6w
u-_DaFdmq0gtXf1spn1qC_1Q,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-_DaFdmq0gtXf1spn1qC_1Q,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-aEV2olcJYabRS1t2699YXw
u-LFe1mONIKYyFsrNvi5TF4g,WRITE_REVIEW{date:2012-09-23 19:07:35},r-aEV2olcJYabRS1t2699YXw
u-LFe1mONIKYyFsrNvi5TF4g,VISIT{count:2},b-bO_JX-lDo5D5JGZhK5Ly3A
u-LFe1mONIKYyFsrNvi5TF4g,RATE{star:5.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-X8B06giJt2_irP1xL9nEFQ
u-7g1m7Nr8X82WCvAipAhbyg,WRITE_REVIEW{date:2012-10-22 00:40:52},r-X8B06giJt2_irP1xL9nEFQ
u-7g1m7Nr8X82WCvAipAhbyg,VISIT{count:3},b-bO_JX-lDo5D5JGZhK5Ly3A
u-7g1m7Nr8X82WCvAipAhbyg,RATE{star:1.6666666666666667},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-X2n0yRy-Y13ZSQus13QYNg
u-wDt4m5Ils1bSZjw0xAzTvg,WRITE_REVIEW{date:2011-04-04 01:57:51},r-X2n0yRy-Y13ZSQus13QYNg
u-wDt4m5Ils1bSZjw0xAzTvg,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-wDt4m5Ils1bSZjw0xAzTvg,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-cCCLu2i0FsiN2-wzRMslkw
u-YPUD0e4ZVCxf6mp98h3hWA,WRITE_REVIEW{date:2012-03-10 22:00:45},r-cCCLu2i0FsiN2-wzRMslkw
u-YPUD0e4ZVCxf6mp98h3hWA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-YPUD0e4ZVCxf6mp98h3hWA,RATE{star:5.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-VI08BoqRfklIRTDGe_Bveg
u-gEW3pCUZKBh4kJdMyXs7tQ,WRITE_REVIEW{date:2009-06-18 20:26:24},r-VI08BoqRfklIRTDGe_Bveg
u-gEW3pCUZKBh4kJdMyXs7tQ,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-gEW3pCUZKBh4kJdMyXs7tQ,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-XVMqkFDP_4CBG-AbmoHvBw
u-wxCFYitE2XkXfhHdCDiCIQ,WRITE_REVIEW{date:2010-02-14 18:39:09},r-XVMqkFDP_4CBG-AbmoHvBw
u-wxCFYitE2XkXfhHdCDiCIQ,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-wxCFYitE2XkXfhHdCDiCIQ,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-QehxQ0_NYSj5CnqlSMCp5A
u-RpGMBHy0330xT_VeO027gA,WRITE_REVIEW{date:2011-12-11 04:02:59},r-QehxQ0_NYSj5CnqlSMCp5A
u-RpGMBHy0330xT_VeO027gA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-RpGMBHy0330xT_VeO027gA,RATE{star:5.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-z-oc8zQV4nvz-p-GXB2eBw
u-3D7Ie-Rmmhn1RzFrVieRZg,WRITE_REVIEW{date:2011-06-17 03:41:02},r-z-oc8zQV4nvz-p-GXB2eBw
u-3D7Ie-Rmmhn1RzFrVieRZg,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-3D7Ie-Rmmhn1RzFrVieRZg,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-s7_GNeehOHNgDLOxBmSbyQ
u-BHjq3DNUe5WZ32bQkwjL8g,WRITE_REVIEW{date:2009-06-20 07:27:05},r-s7_GNeehOHNgDLOxBmSbyQ
u-BHjq3DNUe5WZ32bQkwjL8g,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-BHjq3DNUe5WZ32bQkwjL8g,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-yYs7WnBMoZdYsKOM7DYpXg
u-6CbNnrhmjcGLX_FM1vvVrg,WRITE_REVIEW{date:2010-08-04 20:28:19},r-yYs7WnBMoZdYsKOM7DYpXg
u-6CbNnrhmjcGLX_FM1vvVrg,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-6CbNnrhmjcGLX_FM1vvVrg,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-4bVMxd0CtsBjJKPTbWI5PQ
u-n707vJzYdIJ99k9rBHQ-kA,WRITE_REVIEW{date:2011-10-22 07:34:58},r-4bVMxd0CtsBjJKPTbWI5PQ
u-n707vJzYdIJ99k9rBHQ-kA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-n707vJzYdIJ99k9rBHQ-kA,RATE{star:5.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-3oX2cIdO77oB4KiuulrVnQ
u-FyEFe1GiL_nBzX1AMaep9A,WRITE_REVIEW{date:2010-09-17 15:39:55},r-3oX2cIdO77oB4KiuulrVnQ
u-FyEFe1GiL_nBzX1AMaep9A,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-FyEFe1GiL_nBzX1AMaep9A,RATE{star:5.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-NJMq-aM_cMJXnZPCloADTA
u-y8gXdUf_IBaLzwaS2_0K3A,WRITE_REVIEW{date:2010-09-16 22:03:10},r-NJMq-aM_cMJXnZPCloADTA
u-y8gXdUf_IBaLzwaS2_0K3A,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-y8gXdUf_IBaLzwaS2_0K3A,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-VzrM_3thuyY-A_B_2xQBCg
u-Rwf75p0aGZQ6P1FndkDjfA,WRITE_REVIEW{date:2011-12-12 06:36:58},r-VzrM_3thuyY-A_B_2xQBCg
u-Rwf75p0aGZQ6P1FndkDjfA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-Rwf75p0aGZQ6P1FndkDjfA,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-fwHbbLxwP_6qEjI2CZXo7w
u-YOOxRK3TDBJMOcxS3qNQ7w,WRITE_REVIEW{date:2012-07-13 23:54:10},r-fwHbbLxwP_6qEjI2CZXo7w
u-YOOxRK3TDBJMOcxS3qNQ7w,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-YOOxRK3TDBJMOcxS3qNQ7w,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-gIqN--0hhj0JNe4wYh8dsA
u-1vWqiWTLNCQNI9qx-GU4oA,WRITE_REVIEW{date:2012-01-23 04:38:04},r-gIqN--0hhj0JNe4wYh8dsA
u-1vWqiWTLNCQNI9qx-GU4oA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-1vWqiWTLNCQNI9qx-GU4oA,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-6F3DxB76UV3TDLYqnh50qQ
u-VDsO7_0AOpC9y6P_X6f2ew,WRITE_REVIEW{date:2011-06-24 21:05:07},r-6F3DxB76UV3TDLYqnh50qQ
u-VDsO7_0AOpC9y6P_X6f2ew,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-VDsO7_0AOpC9y6P_X6f2ew,RATE{star:5.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-MBXdTn2MLzNNzhsVok_DzQ
u--Xh5WMLo90wZBwIh0MBouA,WRITE_REVIEW{date:2010-04-26 22:16:16},r-MBXdTn2MLzNNzhsVok_DzQ
u--Xh5WMLo90wZBwIh0MBouA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u--Xh5WMLo90wZBwIh0MBouA,RATE{star:1.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-gefmgP2UjllbIaxgxEixXQ
u-HPuTCCL4W3u5sxrbBFu9YA,WRITE_REVIEW{date:2010-02-17 04:51:01},r-gefmgP2UjllbIaxgxEixXQ
u-HPuTCCL4W3u5sxrbBFu9YA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-HPuTCCL4W3u5sxrbBFu9YA,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-phHQ_t0_qse7CdYFrbQcqw
u-FfC1-Xseyi-hNLNV9VQN7g,WRITE_REVIEW{date:2011-10-23 08:54:12},r-phHQ_t0_qse7CdYFrbQcqw
u-FfC1-Xseyi-hNLNV9VQN7g,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-FfC1-Xseyi-hNLNV9VQN7g,RATE{star:3.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-i5Idwlikx9aD1yiWHFxgUQ
u-hFDFHO70fyENIQ1bbtYufQ,WRITE_REVIEW{date:2012-08-25 13:27:16},r-i5Idwlikx9aD1yiWHFxgUQ
u-hFDFHO70fyENIQ1bbtYufQ,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-hFDFHO70fyENIQ1bbtYufQ,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-D4Du4VbVq4VtuxD54-wFIA
u-rSWQ_yu3xgVaTCyUdspBkA,WRITE_REVIEW{date:2011-12-30 19:24:15},r-D4Du4VbVq4VtuxD54-wFIA
u-rSWQ_yu3xgVaTCyUdspBkA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-rSWQ_yu3xgVaTCyUdspBkA,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-4pUquqyJCjEylCKwuk_DBA
u-uRcZURC3ituvPT0en9l3xA,WRITE_REVIEW{date:2012-03-29 22:41:22},r-4pUquqyJCjEylCKwuk_DBA
u-uRcZURC3ituvPT0en9l3xA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-uRcZURC3ituvPT0en9l3xA,RATE{star:1.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-0TBvI95T0EP6IeBVYOW7Cw
u-79uQM6mAgJJcmYRtMO_u1Q,WRITE_REVIEW{date:2009-10-09 03:55:03},r-0TBvI95T0EP6IeBVYOW7Cw
u-79uQM6mAgJJcmYRtMO_u1Q,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-79uQM6mAgJJcmYRtMO_u1Q,RATE{star:2.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-5mEg0anFj_XMqOFuXtCP8g
u-J1pXZZ6z5FCaun5ic_rYig,WRITE_REVIEW{date:2011-04-16 01:14:58},r-5mEg0anFj_XMqOFuXtCP8g
u-J1pXZZ6z5FCaun5ic_rYig,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-J1pXZZ6z5FCaun5ic_rYig,RATE{star:4.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-iHVs5EfEV6BEEWBmgL7NSA
u-iByhF479gy6crpOs4x1RpA,WRITE_REVIEW{date:2011-12-25 03:30:18},r-iHVs5EfEV6BEEWBmgL7NSA
u-iByhF479gy6crpOs4x1RpA,VISIT{count:1},b-bO_JX-lDo5D5JGZhK5Ly3A
u-iByhF479gy6crpOs4x1RpA,RATE{star:1.0},b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,LOCATED_IN,Chandler-United_States
Chandler-United_States,LOCATED_IN,United_States
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_CATEGORY,Indian
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-KryQNv5pZ6dYjQfc8m66AQ
u-rVe49jbsZ1UbPy4v7_eXOg,WRITE_REVIEW{date:2012-07-18 02:53:15},r-KryQNv5pZ6dYjQfc8m66AQ
u-rVe49jbsZ1UbPy4v7_eXOg,VISIT{count:2},b-gw0ZS5b5RP3Lzr1BoCbALg
u-rVe49jbsZ1UbPy4v7_eXOg,RATE{star:4.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-7PMAqqvaLqSTtxVO8oPolQ
u-_hmAJ6q9c7NVDnTgbrrTiA,WRITE_REVIEW{date:2012-06-29 13:22:27},r-7PMAqqvaLqSTtxVO8oPolQ
u-_hmAJ6q9c7NVDnTgbrrTiA,VISIT{count:1},b-gw0ZS5b5RP3Lzr1BoCbALg
u-_hmAJ6q9c7NVDnTgbrrTiA,RATE{star:4.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-OxDQAjb4BX8n1JS_71i9Lw
u-yxnhJ_lzLgZvczfNDk6L1w,WRITE_REVIEW{date:2013-02-25 15:55:24},r-OxDQAjb4BX8n1JS_71i9Lw
u-yxnhJ_lzLgZvczfNDk6L1w,VISIT{count:1},b-gw0ZS5b5RP3Lzr1BoCbALg
u-yxnhJ_lzLgZvczfNDk6L1w,RATE{star:4.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-JHn3djVSiwstGy0nEkF6ew
u-hTNcQmysQFU7J4QiKDXG8Q,WRITE_REVIEW{date:2013-03-03 03:11:20},r-JHn3djVSiwstGy0nEkF6ew
u-hTNcQmysQFU7J4QiKDXG8Q,VISIT{count:1},b-gw0ZS5b5RP3Lzr1BoCbALg
u-hTNcQmysQFU7J4QiKDXG8Q,RATE{star:3.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-xx5UaofdfuT6AgS04CpTYg
u-VvFtFZwzVv_dzU2ZkCe1Gw,WRITE_REVIEW{date:2013-08-22 14:56:36},r-xx5UaofdfuT6AgS04CpTYg
u-VvFtFZwzVv_dzU2ZkCe1Gw,VISIT{count:1},b-gw0ZS5b5RP3Lzr1BoCbALg
u-VvFtFZwzVv_dzU2ZkCe1Gw,RATE{star:1.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r--9jQvwMUKPcwtLqp6mul5g
u-ESExZK0M-fo2s6jLqjTntw,WRITE_REVIEW{date:2013-01-04 05:43:06},r--9jQvwMUKPcwtLqp6mul5g
u-ESExZK0M-fo2s6jLqjTntw,VISIT{count:1},b-gw0ZS5b5RP3Lzr1BoCbALg
u-ESExZK0M-fo2s6jLqjTntw,RATE{star:3.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-ec011igMO5h8ZyrLZhTlGA
u-6AA1GvMABY54hfHBEoaJoA,WRITE_REVIEW{date:2012-10-18 13:54:37},r-ec011igMO5h8ZyrLZhTlGA
u-6AA1GvMABY54hfHBEoaJoA,VISIT{count:1},b-gw0ZS5b5RP3Lzr1BoCbALg
u-6AA1GvMABY54hfHBEoaJoA,RATE{star:4.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-u_fSYYba_RmwlpEwjdJ3LA
u-snldDecrM7DsiBY_vEmGnQ,WRITE_REVIEW{date:2013-03-02 13:17:30},r-u_fSYYba_RmwlpEwjdJ3LA
u-snldDecrM7DsiBY_vEmGnQ,VISIT{count:1},b-gw0ZS5b5RP3Lzr1BoCbALg
u-snldDecrM7DsiBY_vEmGnQ,RATE{star:3.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-W-1hWCGl-XZ6RVIlbx8_pA
u-rVe49jbsZ1UbPy4v7_eXOg,WRITE_REVIEW{date:2012-07-24 00:01:45},r-W-1hWCGl-XZ6RVIlbx8_pA
u-rVe49jbsZ1UbPy4v7_eXOg,VISIT{count:2},b-gw0ZS5b5RP3Lzr1BoCbALg
u-rVe49jbsZ1UbPy4v7_eXOg,RATE{star:4.0},b-gw0ZS5b5RP3Lzr1BoCbALg
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-nevUgE9WslTdmXE_-hB_uQ
u-a2SODwNOs5INpZu4Z0E05A,WRITE_REVIEW{date:2013-09-08 16:12:26},r-nevUgE9WslTdmXE_-hB_uQ
