,u_id,user_id,user_name,gender,age,fans,review_count,average_stars,friends,u_menus,r_id,rest_id,rest_name,postal_code,city,state,country,rest_rating,category,menus,aspects,rating,timestamp
1411,1341,u-RM4PcW_98F0ziM3GrPHS4w,Mathusha,0,25,5,32,3.59,[],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",2.0,1394695369
1412,1342,u-7Z8zVe9a2lcXD_B__gw1Ig,Brian,0,45,3,48,4.51,[],['mango lassi'],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",5.0,1414158892
1413,1313,u-0HuRMxh_x8snXcKu6RYDMw,Kris,0,18,2,74,3.9,[],['beer'],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",1.0,1415450832
1414,1343,u-9ZcoQomh9q8tx6lXjPtctw,Emine,1,35,5,104,3.6,[],['dosa'],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",4.0,1365327089
1415,130,u-_1SKSmLqpHBqWh09DxQMfw,A.J.,1,35,181,794,3.49,['u-HdUpeg9oYzvzHIgeJuM2uQ'],['Paneer Makhani'],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",4.0,1261643658
1416,1344,u-QbJwpjXNgFoWIN8zGKJ9QA,Shiksha,0,18,0,2,5.0,[],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",5.0,1538931499
1417,1345,u-uQgocaJxtBkYXnufWk42ig,Rathan,1,56,1,10,3.0,[],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",1.0,1542899246
1418,1346,u-CPuL_Jdh2PpngXDyOAEQcg,Shane,0,1,0,1,1.0,[],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",1.0,1473780699
1419,1347,u-NiDw-eIsrAPoAZBjzVJRCA,Winter,1,35,0,1,1.0,[],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",1.0,1471278891
1420,1348,u-fROiNAWBR6fcknpkx9wEHg,Roger,0,35,0,28,4.13,[],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",5.0,1566819074
1421,1349,u-YLNNAvr5sMhtMSoZm1nqMg,Ayesha,1,35,0,1,1.0,[],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",1.0,1535215454
1422,1350,u-qntY0ozRmYOzaIaDDyc_6Q,Pramita,0,56,6,181,4.11,['u-ulk3n0JW8tWnQ83C7m8z9A'],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",4.0,1456547889
1423,1351,u-a0PFhUOtI7Rb1UVyTEZdiQ,Biswajit,0,45,2,135,4.18,[],[],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",4.0,1504361828
1424,1352,u-9IYbdwYtxIWEgqMHwII6dQ,Reenga,1,35,0,16,3.56,[],['mutton'],41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,['Indian'],"['Soup', 'Chettinad Cusine', 'butter chicken', 'Dosa', 'paan', 'tomato chutney', 'biryani', 'Payasam', 'dosa', 'Biryani', 'crab curry', 'Mango', 'paper dosa', 'mutton', 'beer', 'chicken chettinad', 'vegetarian Biryani', 'mutton dish', 'mango lassi', 'onion dosa', 'naan', 'egg', 'Tandoori chicken', 'idli', 'cauliflower', 'potato curry', 'Kothu Parotta', 'pickle', 'Masala Dosa']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Price']",4.0,1544452171
1425,1353,u-N_IFBJrVN5CVRNi4UmKf1g,Josh,0,35,10,131,4.01,[],['mint chutney'],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1446732126
1426,1354,u-i7OIMMhUD6IbKEhdmSdIaA,Miciah,1,25,1,24,3.96,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1460374351
1427,1355,u-kyZfDdJBFfvOGRKsECCSVQ,Ben,0,35,0,10,3.5,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1474197179
1428,1356,u-hXEDkcJ8CAa4oksX7kmymw,Chaitanya,0,35,0,7,3.63,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1457299599
1429,1357,u-dxmRJYn8rYny_wTFq2ypIA,Hugh,0,25,0,2,3.0,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1438965791
1430,1356,u-hXEDkcJ8CAa4oksX7kmymw,Chaitanya,0,35,0,7,3.63,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1422881605
1431,1358,u-aK0z6fERUorAgFgP-0UCGg,Denise,1,45,0,30,3.56,[],"['tea', 'Naan', 'chickpea dish']",42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1425552248
1432,1359,u-hSlNutwv-_EkosB92sdpyg,Justin,0,25,0,68,3.65,[],['beer'],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",1.0,1372088040
1433,1360,u-Tp2MCydrqGOwKj8LbhXCog,Conrad,0,25,0,4,4.0,[],['Naan'],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",4.0,1475303523
1434,1361,u-Lx-4cXc-7UKPtLBw8v_Krg,Raphael,0,25,1,63,3.84,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",1.0,1468530525
1435,1362,u-ohLH1DFgfqC-I5nEe2z8Nw,D,1,35,18,91,3.66,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1433778465
1436,1363,u-3IYOwOPo4zpnaYUu4VHXbw,Barry,0,25,2,71,4.01,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",4.0,1402584624
1437,1364,u-fhH6XRdzD4gn8O51z37xgw,Tyler,0,35,0,2,4.5,[],['shai paneer'],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1431538215
1438,1365,u-ZylX_y6I3qyp0d1y1sWIOg,Elvin,0,45,1,35,4.61,[],['goat'],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1420386037
1439,1366,u-T1q-4gXtDivFbGrBfW2K8w,Ali,0,25,1,63,3.79,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",3.0,1411669955
1440,1367,u-Bos4jnqVaLfynAuA-5i78w,Ray,0,35,1,8,1.55,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1469555410
1441,1368,u-eeM6rtfuF7PcA1VfgZchEw,Sera,1,25,0,2,5.0,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1473177193
1442,1369,u-Zk3M1A5mygVU3gupXrOcVg,Trang,1,18,2,12,4.23,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1449401140
1443,1370,u-dh-HgoOBS-Ixo29Ssir-KQ,Sarah,1,45,0,17,4.28,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1507809369
1444,1371,u-JadFtuFHdE9E9DZiFnKCjA,Sadhu,0,35,1,10,3.0,[],['rice'],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",1.0,1274026211
1445,1372,u-LBYSGIpcXpNrnng3Oslabg,Chris,0,45,0,1,5.0,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1473173466
1446,1373,u-JdxXRU7NISZmjKfdwwM8VQ,Jordan,0,56,1,23,3.96,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",5.0,1405365961
1447,1374,u-SbSHwzUNvdc__ncxruYsxg,Kusminder,1,18,0,1,4.0,[],[],42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,"['Buffets', 'Indian']","['Naan', 'tea', 'chickpea dish', 'mint chutney', 'goat', 'coffee', 'Mango Smoothie', 'Biryani', 'chicken', 'shai paneer', 'beer', 'sweets', 'Mango Lasse', 'mango lassis', 'tamarind sauce', 'eggplant', 'mango lassi', 'naan', 'dinner', 'chat', 'samosa', 'rice', 'Rice', 'palak paneer']","['Staff', 'Service', 'Customer_Service', 'Food', 'Ambience', 'Menu', 'Taste', 'Price', 'Food_Quality']",4.0,1463680045
